temps,ACTU,MILIEU,LASER, courant = 0.647A, tension = -0.336
7,23.62,23.80,23.62
10,23.71,23.80,23.53
13,23.71,23.80,23.53
15,23.71,23.80,23.62
18,23.62,23.80,23.53
21,23.71,23.80,23.53
24,23.71,23.80,23.53
27,23.62,23.89,23.62
30,23.62,23.80,23.53
33,23.71,23.80,23.53
36,23.62,23.80,23.53
39,23.71,23.80,23.62
43,23.62,23.80,23.53
46,23.71,23.80,23.53
49,23.71,23.89,23.53
52,23.71,23.80,23.53
55,23.62,23.80,23.53
58,23.62,23.80,23.53
60,23.71,23.80,23.53
63,23.71,23.80,23.53
66,23.71,23.80,23.53
69,23.62,23.80,23.53
72,23.71,23.80,23.53
75,23.71,23.80,23.53
78,23.71,23.80,23.53
81,23.62,23.80,23.53
84,23.71,23.80,23.53
88,23.62,23.80,23.53
91,23.71,23.80,23.53
94,23.62,23.80,23.53
97,23.71,23.80,23.53
100,23.62,23.80,23.53
103,23.62,23.80,23.53
106,23.62,23.80,23.53
109,23.71,23.80,23.53
112,23.62,23.80,23.53
115,23.71,23.80,23.53
118,23.71,23.80,23.53
121,23.71,23.80,23.53
124,23.71,23.89,23.53
128,23.62,23.80,23.53
131,23.71,23.89,23.53
134,23.62,23.80,23.53
137,23.62,23.80,23.62
140,23.71,23.80,23.53
1434,23.53,23.71,23.45
7,23.53,23.71,23.45
10,23.53,23.71,23.53
13,23.53,23.71,23.53
15,23.53,23.71,23.45
18,23.53,23.71,23.45
21,23.53,23.71,23.45
24,23.53,23.71,23.45
27,23.53,23.80,23.45
30,23.53,23.71,23.45
33,23.53,23.71,23.45
36,23.53,23.71,23.53
39,23.53,23.71,23.45
43,23.53,23.71,23.53
46,23.53,23.71,23.45
49,23.53,23.71,23.45
52,23.53,23.71,23.45
55,23.53,23.71,23.45
58,23.53,23.80,23.45
61,23.53,23.71,23.45
64,23.53,23.80,23.53
66,23.53,23.71,23.45
69,23.53,23.71,23.53
72,23.53,23.71,23.45
75,23.53,23.71,23.53
78,23.53,23.71,23.45
81,23.53,23.71,23.45
84,23.53,23.71,23.45
88,23.53,23.71,23.53
91,23.53,23.71,23.45
94,23.53,23.71,23.53
97,23.53,23.71,23.45
100,23.53,23.71,23.45
103,23.53,23.71,23.45
106,23.53,23.71,23.53
109,23.62,23.71,23.45
112,23.53,23.71,23.53
115,23.53,23.71,23.45
118,23.53,23.71,23.45
121,23.53,23.71,23.45
124,23.53,23.71,23.45
128,23.53,23.71,23.45
131,23.53,23.80,23.53
134,23.53,23.71,23.53
137,23.53,23.71,23.45
140,23.53,23.71,23.53
143,23.53,23.71,23.53
146,23.53,23.71,23.45
149,23.53,23.71,23.53
152,23.53,23.71,23.53
155,23.53,23.71,23.53
158,23.53,23.71,23.53
161,23.53,23.71,23.45
164,23.53,23.71,23.53
167,23.53,23.71,23.45
171,23.53,23.71,23.53
174,23.53,23.71,23.45
177,23.53,23.71,23.53
180,23.53,23.71,23.53
183,23.53,23.71,23.53
186,23.53,23.71,23.53
