temps,ACTU,MILIEU,LASER, courant = 0.83A, tension d'alim = 0.31V
4,23.36,23.45,23.18
7,23.27,23.36,23.18
10,23.36,23.45,23.18
13,23.36,23.45,23.18
15,23.27,23.45,23.18
18,23.36,23.36,23.18
21,23.36,23.45,23.18
24,23.36,23.45,23.18
27,23.36,23.45,23.18
30,23.36,23.45,23.18
33,23.27,23.45,23.18
36,23.36,23.36,23.09
39,23.36,23.45,23.18
43,23.36,23.45,23.18
46,23.36,23.45,23.09
49,23.27,23.45,23.18
52,23.36,23.36,23.18
55,23.27,23.45,23.18
58,23.36,23.45,23.18
61,23.36,23.45,23.18
64,23.36,23.45,23.18
66,23.36,23.36,23.18
69,23.36,23.45,23.18
72,23.36,23.45,23.18
75,23.27,23.45,23.18
78,23.36,23.45,23.18
81,23.27,23.45,23.18
84,23.36,23.45,23.09
88,23.36,23.45,23.18
91,23.36,23.45,23.18
94,23.36,23.45,23.18
97,23.36,23.45,23.18
100,23.36,23.45,23.18
103,23.36,23.45,23.18
106,23.36,23.45,23.18
109,23.36,23.36,23.09
112,23.27,23.45,23.18
115,23.36,23.45,23.18
118,23.36,23.45,23.18
121,23.27,23.45,23.09
124,23.27,23.45,23.18
128,23.36,23.45,23.18
131,23.36,23.45,23.18
134,23.36,23.45,23.18
137,23.27,23.45,23.18
140,23.36,23.45,23.18
143,23.36,23.45,23.18
146,23.27,23.45,23.18
149,23.36,23.45,23.18
152,23.36,23.45,23.18
155,23.36,23.45,23.18
158,23.36,23.45,23.18
161,23.36,23.45,23.18
164,23.36,23.45,23.18
167,23.36,23.45,23.18
171,23.36,23.45,23.18
174,23.36,23.45,23.18
178,23.36,23.36,23.18
181,23.27,23.45,23.18
184,23.36,23.36,23.18
187,23.36,23.45,23.18
190,23.36,23.45,23.18
193,23.36,23.45,23.18
196,23.36,23.45,23.18
199,23.36,23.36,23.18
202,23.36,23.45,23.18
205,23.36,23.45,23.18
208,23.36,23.45,23.18
211,23.36,23.45,23.18
215,23.27,23.45,23.18
218,23.36,23.45,23.09
221,23.27,23.45,23.18
224,23.36,23.45,23.18
227,23.36,23.45,23.18
230,23.36,23.36,23.18
233,23.27,23.45,23.18
236,23.36,23.45,23.18
239,23.36,23.45,23.18
242,23.36,23.36,23.18
245,23.36,23.36,23.18
248,23.36,23.45,23.18
251,23.36,23.45,23.18
254,23.36,23.45,23.18
258,23.36,23.45,23.18
261,23.36,23.45,23.18
264,23.36,23.45,23.18
267,23.36,23.45,23.18
270,23.27,23.45,23.18
273,23.36,23.45,23.18
276,23.36,23.45,23.18
279,23.36,23.45,23.09
282,23.36,23.45,23.18
285,23.36,23.45,23.09
288,23.36,23.45,23.18
291,23.36,23.45,23.18
294,23.36,23.45,23.18
297,23.27,23.45,23.18
302,23.27,23.45,23.18
305,23.36,23.45,23.18
308,23.27,23.45,23.18
311,23.36,23.45,23.18
314,23.27,23.45,23.18
317,23.36,23.45,23.18
320,23.36,23.45,23.18
323,23.36,23.45,23.18
326,23.36,23.45,23.18
329,23.36,23.45,23.18
332,23.36,23.36,23.18
335,23.36,23.45,23.18
338,23.36,23.45,23.18
342,23.36,23.45,23.18
345,23.36,23.45,23.18
348,23.27,23.45,23.18
351,23.36,23.45,23.18
354,23.36,23.45,23.09
357,23.36,23.45,23.18
360,23.27,23.45,23.18
363,23.36,23.45,23.18
366,23.27,23.45,23.18
369,23.36,23.45,23.18
372,23.36,23.45,23.18
375,23.36,23.45,23.18
378,23.36,23.45,23.18
381,23.36,23.36,23.18
385,23.36,23.45,23.18
388,23.36,23.45,23.18
391,23.36,23.45,23.18
394,23.36,23.36,23.18
397,23.27,23.45,23.18
401,23.36,23.45,23.09
404,23.27,23.45,23.18
407,23.27,23.36,23.18
410,23.36,23.45,23.18
413,23.36,23.45,23.18
416,23.27,23.45,23.18
419,23.36,23.45,23.18
422,23.36,23.45,23.18
425,23.36,23.45,23.18
429,23.27,23.45,23.18
432,23.27,23.36,23.18
435,23.36,23.45,23.18
438,23.36,23.36,23.18
441,23.27,23.45,23.18
444,23.36,23.45,23.18
447,23.36,23.45,23.18
450,23.27,23.45,23.18
453,23.36,23.45,23.18
456,23.27,23.45,23.18
459,23.27,23.45,23.09
462,23.27,23.45,23.09
465,23.36,23.45,23.09
468,23.27,23.45,23.09
