temps,ACTU,MILIEU,LASER,LASER_ESTIME,TENSION_ACTU,TENSION_MILIEU,TENSION_LASER,DUTY CYCLE,STABILITE
140.0,32.766,30.404,29.424,29.347,2.088,2.21,2.261,1203.0,0.0
142.0,32.693,30.404,29.468,29.37,2.091,2.21,2.259,1205.0,0.0
144.0,32.624,30.426,29.398,29.393,2.095,2.209,2.263,1201.0,0.0
146.0,32.46,30.448,29.42,29.415,2.103,2.207,2.262,1198.0,0.0
148.0,32.483,30.493,29.442,29.439,2.102,2.205,2.26,1188.0,0.0
150.0,32.506,30.377,29.601,29.451,2.101,2.211,2.252,1220.0,0.0
152.0,32.51,30.404,29.557,29.463,2.101,2.21,2.254,1215.0,0.0
154.0,32.51,30.31,29.672,29.467,2.101,2.215,2.248,1240.0,0.0
156.0,32.441,30.314,29.513,29.471,2.104,2.214,2.257,1240.0,0.0
158.0,32.513,30.385,29.535,29.48,2.1,2.211,2.255,1223.0,0.0
160.0,32.464,30.336,29.464,29.484,2.103,2.213,2.259,1237.0,0.0
162.0,32.513,30.336,29.649,29.488,2.1,2.213,2.249,1238.0,0.0
164.0,32.441,30.407,29.649,29.498,2.104,2.21,2.249,1220.0,0.0
166.0,32.414,30.359,29.694,29.502,2.105,2.212,2.247,1234.0,0.0
168.0,32.464,30.336,29.716,29.504,2.103,2.213,2.246,1241.0,0.0
170.0,32.536,30.336,29.623,29.506,2.099,2.213,2.251,1242.0,0.0
172.0,32.559,30.336,29.76,29.508,2.098,2.213,2.244,1243.0,0.0
174.0,32.605,30.43,29.668,29.517,2.096,2.208,2.248,1219.0,0.0
176.0,32.624,30.404,29.735,29.524,2.095,2.21,2.245,1228.0,0.0
178.0,32.624,30.542,29.735,29.541,2.095,2.202,2.245,1193.0,0.0
180.0,32.598,30.516,29.709,29.555,2.096,2.204,2.246,1201.0,0.0
182.0,32.506,30.4,29.779,29.557,2.101,2.21,2.243,1232.0,0.0
184.0,32.51,30.448,29.783,29.563,2.101,2.207,2.242,1221.0,0.0
186.0,32.555,30.377,29.69,29.563,2.098,2.211,2.247,1240.0,0.0
188.0,32.605,30.448,29.668,29.569,2.096,2.207,2.248,1222.0,1.0
190.0,32.533,30.471,29.62,29.576,2.099,2.206,2.251,1217.0,1.0
192.0,32.555,30.586,29.642,29.592,2.098,2.2,2.25,1188.0,1.0
194.0,32.529,30.56,29.823,29.604,2.1,2.201,2.24,1197.0,1.0
196.0,32.483,30.445,29.823,29.606,2.102,2.208,2.24,1228.0,1.0
198.0,32.368,30.493,29.757,29.611,2.108,2.205,2.244,1216.0,1.0
200.0,32.51,30.538,29.801,29.62,2.101,2.203,2.241,1205.0,1.0
202.0,32.51,30.467,29.753,29.621,2.101,2.206,2.244,1225.0,1.0
204.0,32.441,30.493,29.823,29.625,2.104,2.205,2.24,1219.0,1.0
206.0,32.441,30.609,29.846,29.638,2.104,2.199,2.239,1189.0,1.0
208.0,32.391,30.56,29.775,29.646,2.107,2.201,2.243,1203.0,1.0
210.0,32.464,30.516,29.868,29.65,2.103,2.204,2.238,1216.0,1.0
212.0,32.323,30.377,29.846,29.641,2.11,2.211,2.239,1252.0,1.0
214.0,32.349,30.381,29.827,29.633,2.109,2.211,2.24,1251.0,1.0
216.0,32.536,30.381,29.827,29.626,2.099,2.211,2.24,1252.0,1.0
218.0,32.605,30.336,29.712,29.616,2.096,2.213,2.246,1264.0,1.0
220.0,32.628,30.43,29.805,29.615,2.095,2.208,2.241,1239.0,1.0
222.0,32.72,30.497,29.872,29.62,2.09,2.205,2.238,1223.0,1.0
224.0,32.693,30.519,29.731,29.626,2.091,2.204,2.245,1218.0,1.0
226.0,32.693,30.426,29.823,29.624,2.091,2.209,2.24,1243.0,1.0
228.0,32.624,30.404,29.872,29.62,2.095,2.21,2.238,1249.0,1.0
230.0,32.601,30.426,29.849,29.618,2.096,2.209,2.239,1244.0,1.0
232.0,32.67,30.471,29.849,29.62,2.092,2.206,2.239,1232.0,1.0
234.0,32.716,30.493,29.757,29.624,2.09,2.205,2.244,1227.0,1.0
236.0,32.812,30.516,29.779,29.63,2.085,2.204,2.243,1222.0,1.0
238.0,32.739,30.583,29.709,29.64,2.089,2.2,2.246,1206.0,1.0
240.0,32.785,30.65,29.753,29.656,2.087,2.197,2.244,1189.0,1.0
242.0,32.666,30.695,29.753,29.673,2.093,2.194,2.244,1179.0,1.0
244.0,32.548,30.646,29.89,29.685,2.099,2.197,2.237,1193.0,1.0
246.0,32.598,30.646,29.868,29.696,2.096,2.197,2.238,1194.0,1.0
248.0,32.575,30.669,29.775,29.707,2.097,2.196,2.243,1189.0,1.0
250.0,32.598,30.691,29.797,29.719,2.096,2.195,2.242,1184.0,1.0
252.0,32.575,30.669,29.82,29.729,2.097,2.196,2.24,1191.0,1.0
254.0,32.529,30.601,29.842,29.731,2.1,2.199,2.239,1209.0,1.0
256.0,32.483,30.605,29.797,29.734,2.102,2.199,2.242,1209.0,1.0
258.0,32.46,30.583,29.912,29.734,2.103,2.2,2.236,1215.0,1.0
260.0,32.533,30.56,29.912,29.733,2.099,2.201,2.236,1222.0,1.0
262.0,32.533,30.56,29.89,29.732,2.099,2.201,2.237,1222.0,1.0
264.0,32.555,30.583,29.912,29.732,2.098,2.2,2.236,1217.0,1.0
266.0,32.555,30.583,29.842,29.733,2.098,2.2,2.239,1217.0,1.0
268.0,32.628,30.56,29.935,29.732,2.095,2.201,2.234,1223.0,1.0
270.0,32.533,30.631,29.935,29.736,2.099,2.198,2.234,1205.0,1.0
272.0,32.601,30.583,29.886,29.737,2.096,2.2,2.237,1218.0,1.0
274.0,32.483,30.583,29.957,29.737,2.102,2.2,2.233,1219.0,1.0
276.0,32.555,30.605,30.05,29.739,2.098,2.199,2.228,1214.0,1.0
278.0,32.533,30.605,29.935,29.741,2.099,2.199,2.234,1214.0,1.0
280.0,32.555,30.512,29.935,29.735,2.098,2.204,2.234,1239.0,1.0
282.0,32.605,30.583,29.89,29.735,2.096,2.2,2.237,1221.0,1.0
284.0,32.674,30.605,29.842,29.737,2.092,2.199,2.239,1215.0,1.0
286.0,32.578,30.605,29.957,29.739,2.097,2.199,2.233,1216.0,1.0
288.0,32.506,30.605,29.957,29.741,2.101,2.199,2.233,1216.0,1.0
290.0,32.624,30.605,29.979,29.743,2.095,2.199,2.232,1217.0,1.0
292.0,32.483,30.583,29.979,29.742,2.102,2.2,2.232,1223.0,1.0
294.0,32.533,30.583,29.979,29.742,2.099,2.2,2.232,1223.0,1.0
296.0,32.555,30.605,29.979,29.744,2.098,2.199,2.232,1218.0,1.0
298.0,32.624,30.628,29.979,29.747,2.095,2.198,2.232,1213.0,1.0
300.0,32.67,30.579,30.002,29.746,2.092,2.201,2.231,1226.0,1.0
302.0,32.601,30.721,29.979,29.757,2.096,2.193,2.232,1189.0,1.0
304.0,32.62,30.601,29.976,29.757,2.095,2.199,2.232,1221.0,1.0
306.0,32.624,30.534,30.094,29.751,2.095,2.203,2.226,1239.0,1.0
308.0,32.578,30.605,29.957,29.752,2.097,2.199,2.233,1221.0,1.0
310.0,32.67,30.557,29.957,29.748,2.092,2.202,2.233,1234.0,1.0
312.0,32.697,30.605,29.957,29.749,2.091,2.199,2.233,1221.0,1.0
314.0,32.624,30.65,29.979,29.754,2.095,2.197,2.232,1210.0,1.0
316.0,32.647,30.672,29.886,29.76,2.094,2.196,2.237,1205.0,1.0
318.0,32.67,30.672,30.002,29.766,2.092,2.196,2.231,1206.0,1.0
320.0,32.506,30.672,29.979,29.771,2.101,2.196,2.232,290.0,0.0
