temps,COMMANDE,ACTU,MILIEU,LASER,LASER_ESTIME,STABILITE
960.0,770.0,18.912,19.988,20.75,20.398,1.0
962.0,769.0,19.0,19.988,20.641,20.395,1.0
964.0,791.0,19.0,19.901,20.641,20.385,1.0
966.0,785.0,19.063,19.922,20.683,20.378,1.0
968.0,789.0,18.975,19.901,20.574,20.37,1.0
970.0,765.0,19.038,19.988,20.574,20.371,1.0
972.0,776.0,19.084,19.946,20.62,20.367,1.0
974.0,775.0,19.126,19.946,20.641,20.364,1.0
976.0,774.0,19.017,19.946,20.641,20.361,1.0
978.0,773.0,19.017,19.946,20.62,20.359,1.0
980.0,767.0,19.017,19.967,20.62,20.358,1.0
982.0,772.0,19.084,19.946,20.599,20.356,1.0
984.0,766.0,19.193,19.967,20.62,20.356,1.0
986.0,771.0,19.063,19.946,20.599,20.354,1.0
988.0,747.0,18.975,20.034,20.62,20.359,1.0
990.0,763.0,19.021,19.971,20.644,20.359,1.0
992.0,775.0,19.042,19.925,20.578,20.355,1.0
994.0,791.0,18.954,19.859,20.599,20.345,1.0
996.0,785.0,19.063,19.88,20.532,20.339,1.0
998.0,784.0,19.063,19.88,20.532,20.333,1.0
1000.0,783.0,19.084,19.88,20.511,20.327,1.0
1002.0,765.0,18.996,19.946,20.62,20.328,1.0
1004.0,752.0,19.084,19.992,20.578,20.333,1.0
1006.0,780.0,19.063,19.883,20.536,20.327,1.0
1008.0,791.0,18.975,19.838,20.578,20.319,1.0
1010.0,785.0,19.017,19.859,20.599,20.313,1.0
1012.0,790.0,19.017,19.838,20.49,20.306,1.0
1014.0,778.0,19.126,19.88,20.599,20.303,1.0
1016.0,788.0,19.126,19.838,20.511,20.297,1.0
1018.0,759.0,19.059,19.946,20.511,20.301,1.0
1020.0,747.0,19.193,19.992,20.557,20.308,1.0
1022.0,775.0,19.084,19.883,20.623,20.305,1.0
1024.0,763.0,18.996,19.925,20.665,20.306,1.0
1026.0,768.0,19.063,19.904,20.557,20.306,1.0
1028.0,762.0,19.042,19.925,20.557,20.307,1.0
1030.0,767.0,19.021,19.904,20.557,20.306,1.0
1032.0,767.0,19.0,19.904,20.557,20.305,1.0
1034.0,761.0,18.958,19.925,20.557,20.306,1.0
1036.0,766.0,18.87,19.904,20.557,20.305,1.0
1038.0,765.0,18.958,19.904,20.644,20.305,1.0
1040.0,765.0,18.87,19.904,20.644,20.304,1.0
1042.0,764.0,18.958,19.904,20.557,20.304,1.0
1044.0,764.0,18.958,19.904,20.557,20.303,1.0
1046.0,763.0,18.958,19.904,20.557,20.303,1.0
1048.0,768.0,18.937,19.883,20.448,20.3,1.0
1050.0,768.0,18.937,19.883,20.557,20.298,1.0
1052.0,773.0,18.937,19.862,20.557,20.295,1.0
1054.0,766.0,18.849,19.883,20.557,20.293,1.0
1056.0,771.0,18.916,19.862,20.557,20.29,1.0
1058.0,788.0,18.87,19.796,20.536,20.282,1.0
1060.0,782.0,18.891,19.817,20.469,20.276,1.0
1062.0,786.0,18.979,19.796,20.448,20.269,1.0
1064.0,768.0,19.0,19.862,20.469,20.268,1.0
1066.0,773.0,18.912,19.841,20.514,20.266,1.0
1068.0,773.0,18.933,19.841,20.514,20.264,1.0
1070.0,795.0,18.933,19.753,20.514,20.254,1.0
1072.0,783.0,18.888,19.796,20.493,20.249,1.0
1074.0,788.0,18.954,19.774,20.451,20.243,1.0
1076.0,782.0,18.975,19.796,20.385,20.239,1.0
1078.0,764.0,19.042,19.862,20.385,20.241,1.0
1080.0,769.0,19.0,19.841,20.43,20.242,1.0
1082.0,746.0,18.933,19.929,20.451,20.249,1.0
1084.0,757.0,18.979,19.887,20.497,20.252,1.0
1086.0,774.0,19.0,19.82,20.539,20.25,1.0
1088.0,785.0,18.891,19.774,20.472,20.243,1.0
1090.0,779.0,19.0,19.796,20.427,20.24,1.0
1092.0,761.0,18.958,19.862,20.406,20.242,1.0
1094.0,766.0,18.937,19.841,20.472,20.242,1.0
1096.0,766.0,18.828,19.841,20.493,20.242,1.0
1098.0,743.0,18.958,19.929,20.493,20.25,1.0
1100.0,782.0,18.916,19.778,20.539,20.244,1.0
1102.0,782.0,18.958,19.774,20.514,20.238,1.0
1104.0,781.0,18.87,19.774,20.493,20.233,1.0
1106.0,786.0,18.891,19.753,20.406,20.226,1.0
1108.0,763.0,19.0,19.841,20.514,20.228,1.0
1110.0,768.0,18.979,19.82,20.493,20.228,1.0
1112.0,745.0,18.979,19.908,20.406,20.235,1.0
1114.0,756.0,18.937,19.866,20.43,20.238,1.0
1116.0,750.0,18.916,19.887,20.451,20.242,1.0
1118.0,773.0,18.874,19.799,20.451,20.239,1.0
1120.0,789.0,18.895,19.732,20.385,20.23,1.0
1122.0,778.0,18.916,19.774,20.406,20.226,1.0
1124.0,760.0,18.916,19.841,20.406,20.227,1.0
1126.0,748.0,18.961,19.887,20.385,20.233,1.0
1128.0,753.0,18.853,19.866,20.451,20.236,1.0
1130.0,770.0,18.853,19.799,20.451,20.233,1.0
1132.0,764.0,18.765,19.82,20.472,20.232,1.0
1134.0,775.0,18.744,19.778,20.451,20.228,1.0
1136.0,768.0,18.874,19.799,20.406,20.226,1.0
1138.0,791.0,18.831,19.711,20.493,20.216,1.0
1140.0,779.0,18.853,19.753,20.427,20.212,1.0
1142.0,767.0,18.786,19.799,20.385,20.211,1.0
1144.0,772.0,18.874,19.778,20.451,20.209,1.0
1146.0,771.0,18.874,19.778,20.451,20.207,1.0
1148.0,776.0,18.765,19.757,20.451,20.203,1.0
1150.0,793.0,18.765,19.69,20.451,20.194,1.0
1152.0,781.0,18.807,19.732,20.472,20.19,1.0
1154.0,792.0,18.807,19.69,20.451,20.182,1.0
1156.0,785.0,18.916,19.711,20.406,20.177,1.0
1158.0,762.0,18.786,19.799,20.406,20.18,1.0
1160.0,767.0,18.831,19.778,20.364,20.181,1.0
1162.0,767.0,18.744,19.778,20.539,20.182,1.0
1164.0,767.0,18.874,19.778,20.43,20.182,1.0
1166.0,761.0,18.786,19.799,20.518,20.185,1.0
1168.0,772.0,18.874,19.757,20.409,20.183,1.0
1170.0,783.0,18.765,19.711,20.451,20.178,1.0
1172.0,760.0,18.853,19.799,20.451,20.181,1.0
1174.0,748.0,18.94,19.845,20.409,20.187,1.0
1176.0,776.0,18.831,19.736,20.388,20.184,1.0
1178.0,770.0,18.765,19.757,20.409,20.182,1.0
1180.0,776.0,18.831,19.736,20.388,20.179,1.0
1182.0,764.0,18.765,19.778,20.409,20.18,1.0
1184.0,775.0,18.786,19.736,20.388,20.177,1.0
1186.0,792.0,18.895,19.669,20.43,20.169,1.0
1188.0,780.0,18.874,19.711,20.385,20.165,1.0
1190.0,785.0,18.874,19.69,20.364,20.16,1.0
1192.0,762.0,18.828,19.778,20.451,20.163,1.0
1194.0,778.0,18.807,19.715,20.497,20.16,1.0
1196.0,789.0,18.828,19.669,20.43,20.153,1.0
1198.0,783.0,18.828,19.69,20.43,20.149,1.0
1200.0,783.0,18.786,19.69,20.43,20.146,1.0
1202.0,777.0,18.744,19.711,20.364,20.144,1.0
1204.0,777.0,18.789,19.711,20.364,20.143,1.0
1206.0,759.0,18.789,19.778,20.343,20.147,1.0
1208.0,742.0,18.726,19.845,20.409,20.157,1.0
1210.0,748.0,18.705,19.824,20.476,20.164,1.0
1212.0,770.0,18.705,19.736,20.476,20.163,1.0
1214.0,759.0,18.747,19.778,20.343,20.165,1.0
1216.0,764.0,18.747,19.757,20.409,20.166,1.0
1218.0,792.0,18.768,19.648,20.409,20.157,1.0
1220.0,775.0,18.744,19.711,20.364,20.154,1.0
1222.0,769.0,18.81,19.736,20.343,20.154,1.0
1224.0,774.0,18.744,19.715,20.409,20.152,1.0
1226.0,773.0,18.786,19.715,20.43,20.15,1.0
1228.0,762.0,18.765,19.757,20.409,20.152,1.0
1230.0,773.0,18.765,19.715,20.388,20.15,1.0
1232.0,784.0,18.874,19.669,20.43,20.145,1.0
1234.0,761.0,18.874,19.757,20.343,20.147,1.0
1236.0,772.0,18.831,19.715,20.388,20.146,1.0
1238.0,772.0,18.853,19.715,20.322,20.144,1.0
1240.0,1670.0,18.874,19.715,20.43,20.143,0.0
1242.0,1475.0,18.779,19.792,20.486,20.149,0.0
1244.0,1489.0,19.753,19.757,20.451,20.151,0.0
1246.0,1483.0,21.167,19.799,20.43,20.156,0.0
1248.0,1460.0,22.18,19.904,20.43,20.17,0.0
1250.0,1445.0,22.96,19.985,20.406,20.19,0.0
1252.0,1396.0,23.66,20.195,20.448,20.225,0.0
1254.0,1354.0,24.21,20.381,20.444,20.273,0.0
1256.0,1313.0,24.633,20.567,20.483,20.331,0.0
1258.0,1244.0,24.907,20.862,20.5,20.41,0.0
1260.0,1216.0,25.117,21.002,20.581,20.492,0.0
1262.0,1159.0,25.178,21.255,20.707,20.588,0.0
1264.0,1120.0,25.264,21.442,20.788,20.691,0.0
1266.0,1086.0,25.085,21.607,20.869,20.797,0.0
1268.0,1058.0,25.042,21.751,21.016,20.905,0.0
1270.0,1018.0,24.957,21.941,20.988,21.019,0.0
1272.0,1001.0,24.871,22.043,21.157,21.131,0.0
1274.0,979.0,24.633,22.17,21.217,21.242,0.0
1276.0,955.0,24.394,22.297,21.364,21.354,0.0
1278.0,964.0,24.245,22.293,21.579,21.454,0.0
1280.0,956.0,24.053,22.357,21.596,21.55,0.0
1282.0,947.0,23.904,22.42,21.702,21.642,0.0
1284.0,944.0,23.777,22.462,21.807,21.728,0.0
1286.0,917.0,23.649,22.593,21.892,21.818,0.0
1288.0,929.0,23.543,22.572,22.043,21.896,0.0
1290.0,947.0,23.416,22.526,22.128,21.964,0.0
1292.0,941.0,23.31,22.568,22.124,22.028,0.0
1294.0,941.0,23.246,22.589,22.166,22.088,0.0
1296.0,946.0,23.182,22.589,22.23,22.142,0.0
1298.0,950.0,23.119,22.589,22.402,22.19,0.0
1300.0,949.0,23.097,22.61,22.357,22.236,0.0
1302.0,953.0,23.143,22.61,22.42,22.277,0.0
1304.0,956.0,23.122,22.61,22.441,22.315,0.0
1306.0,959.0,23.034,22.61,22.572,22.348,0.0
1308.0,928.0,22.991,22.741,22.505,22.39,0.0
1310.0,954.0,22.991,22.653,22.547,22.42,0.0
1312.0,957.0,23.059,22.653,22.589,22.447,0.0
1314.0,954.0,22.949,22.674,22.589,22.473,0.0
1316.0,962.0,22.949,22.653,22.631,22.495,0.0
1318.0,958.0,22.949,22.674,22.653,22.516,0.0
1320.0,960.0,22.949,22.674,22.674,22.536,0.0
1322.0,957.0,22.949,22.695,22.695,22.555,0.0
1324.0,930.0,22.949,22.804,22.804,22.582,0.0
1326.0,955.0,22.97,22.716,22.716,22.598,0.0
1328.0,962.0,23.037,22.695,22.737,22.611,0.0
1330.0,958.0,22.928,22.716,22.737,22.625,0.0
1332.0,954.0,22.949,22.737,22.868,22.639,0.0
1334.0,955.0,22.949,22.737,22.78,22.652,0.0
1336.0,956.0,22.949,22.737,22.801,22.664,0.0
1338.0,935.0,23.059,22.826,22.801,22.682,0.0
1340.0,954.0,22.97,22.758,22.822,22.692,0.0
1342.0,955.0,22.928,22.758,22.822,22.702,0.0
1344.0,950.0,22.928,22.78,22.843,22.712,0.0
1346.0,951.0,22.949,22.78,22.843,22.721,0.0
1348.0,947.0,22.949,22.801,22.843,22.731,0.0
1350.0,953.0,23.037,22.78,22.953,22.739,0.0
1352.0,926.0,23.037,22.889,22.886,22.755,0.0
1354.0,950.0,22.949,22.801,22.953,22.762,0.0
1356.0,945.0,22.907,22.822,22.886,22.77,0.0
1358.0,946.0,22.907,22.822,22.886,22.777,0.0
1360.0,952.0,22.907,22.801,22.907,22.782,0.0
1362.0,947.0,22.907,22.822,22.907,22.788,0.0
1364.0,943.0,22.907,22.843,22.907,22.795,0.0
1366.0,926.0,22.995,22.91,22.907,22.808,0.0
1368.0,932.0,22.907,22.889,22.907,22.817,0.0
1370.0,951.0,22.886,22.822,22.907,22.82,0.0
1372.0,923.0,22.864,22.931,22.928,22.831,0.0
1374.0,924.0,22.843,22.931,22.907,22.842,1.0
1376.0,953.0,22.843,22.822,22.928,22.842,1.0
1378.0,953.0,22.822,22.822,22.928,22.843,1.0
1380.0,953.0,22.822,22.822,22.928,22.843,1.0
1382.0,954.0,22.843,22.822,22.928,22.843,1.0
1384.0,931.0,22.864,22.91,22.949,22.851,1.0
1386.0,949.0,22.864,22.843,22.907,22.852,1.0
1388.0,926.0,22.864,22.931,23.016,22.86,1.0
1390.0,955.0,22.864,22.822,22.928,22.859,1.0
1392.0,956.0,22.931,22.822,22.949,22.858,1.0
1394.0,956.0,22.843,22.822,23.037,22.856,1.0
1396.0,928.0,22.974,22.931,23.037,22.864,1.0
1398.0,934.0,22.886,22.91,22.949,22.87,1.0
1400.0,957.0,22.886,22.822,23.016,22.868,1.0
1402.0,957.0,22.864,22.822,23.037,22.865,1.0
1404.0,929.0,22.864,22.931,22.949,22.873,1.0
1406.0,952.0,22.886,22.843,22.949,22.872,1.0
1408.0,930.0,22.974,22.931,22.949,22.878,1.0
1410.0,959.0,22.864,22.822,22.949,22.875,1.0
1412.0,959.0,22.953,22.822,22.949,22.872,1.0
1414.0,930.0,22.864,22.931,22.949,22.879,1.0
1416.0,954.0,22.907,22.843,23.037,22.877,1.0
1418.0,931.0,22.886,22.931,22.949,22.883,1.0
1420.0,954.0,22.886,22.843,22.949,22.881,1.0
1422.0,932.0,22.886,22.931,23.037,22.887,1.0
1424.0,955.0,22.974,22.843,22.949,22.885,1.0
1426.0,932.0,22.953,22.931,22.949,22.89,1.0
1428.0,933.0,22.886,22.931,22.949,22.895,1.0
1430.0,956.0,22.864,22.843,22.949,22.892,1.0
1432.0,933.0,22.953,22.931,22.949,22.897,1.0
1434.0,956.0,22.864,22.843,22.949,22.893,1.0
1436.0,933.0,22.864,22.931,22.949,22.898,1.0
1438.0,957.0,22.864,22.843,22.97,22.895,1.0
1440.0,957.0,22.864,22.843,23.037,22.892,1.0
1442.0,957.0,22.886,22.843,22.928,22.889,1.0
1444.0,934.0,22.907,22.931,22.949,22.894,1.0
1446.0,957.0,22.995,22.843,23.037,22.891,1.0
1448.0,957.0,22.907,22.843,22.97,22.888,1.0
1450.0,957.0,22.907,22.843,22.949,22.886,1.0
1452.0,952.0,22.928,22.864,22.949,22.885,1.0
1454.0,957.0,22.928,22.843,22.949,22.883,1.0
1456.0,952.0,22.949,22.864,22.949,22.883,1.0
1458.0,935.0,22.97,22.931,22.97,22.889,1.0
1460.0,953.0,22.949,22.864,22.949,22.888,1.0
1462.0,953.0,23.037,22.864,22.949,22.887,1.0
1464.0,953.0,22.949,22.864,22.949,22.887,1.0
1466.0,953.0,22.928,22.864,22.949,22.886,1.0
1468.0,953.0,22.949,22.864,23.059,22.886,1.0
1470.0,948.0,22.949,22.886,23.037,22.887,1.0
1472.0,954.0,22.949,22.864,22.949,22.887,1.0
1474.0,954.0,22.97,22.864,22.949,22.886,1.0
1476.0,954.0,22.949,22.864,23.037,22.886,1.0
1478.0,954.0,22.949,22.864,22.949,22.885,1.0
1480.0,954.0,22.97,22.864,22.949,22.885,1.0
1482.0,926.0,22.97,22.974,22.949,22.894,1.0
1484.0,955.0,22.97,22.864,22.928,22.893,1.0
1486.0,950.0,22.949,22.886,23.037,22.893,1.0
1488.0,956.0,22.928,22.864,23.037,22.892,1.0
1490.0,950.0,22.928,22.886,22.949,22.893,1.0
1492.0,950.0,22.928,22.886,22.949,22.894,1.0
1494.0,928.0,22.949,22.974,22.949,22.902,1.0
1496.0,951.0,22.949,22.886,22.949,22.902,1.0
1498.0,951.0,22.928,22.886,22.949,22.902,1.0
1500.0,957.0,22.907,22.864,22.97,22.9,1.0
1502.0,951.0,22.907,22.886,22.949,22.9,1.0
1504.0,952.0,22.928,22.886,22.97,22.9,1.0
1506.0,952.0,23.016,22.886,22.949,22.9,1.0
1508.0,957.0,23.037,22.864,22.949,22.898,1.0
1510.0,958.0,22.928,22.864,22.949,22.896,1.0
1512.0,958.0,23.037,22.864,22.97,22.895,1.0
1514.0,958.0,22.949,22.864,23.059,22.894,1.0
1516.0,935.0,22.949,22.953,23.037,22.9,1.0
1518.0,953.0,23.059,22.886,22.949,22.9,1.0
1520.0,930.0,22.949,22.974,22.97,22.908,1.0
1522.0,959.0,22.949,22.864,22.97,22.905,1.0
1524.0,936.0,23.016,22.953,22.949,22.91,1.0
1526.0,931.0,22.928,22.974,23.037,22.917,1.0
1528.0,954.0,22.928,22.886,23.037,22.915,1.0
1530.0,955.0,22.886,22.886,22.949,22.914,1.0
1532.0,960.0,22.907,22.864,22.949,22.911,1.0
1534.0,960.0,22.907,22.864,23.037,22.908,1.0
1536.0,960.0,22.928,22.864,22.949,22.905,1.0
1538.0,960.0,22.949,22.864,22.949,22.903,1.0
1540.0,960.0,23.037,22.864,22.949,22.901,1.0
1542.0,960.0,22.949,22.864,22.928,22.899,1.0
1544.0,937.0,22.949,22.953,22.928,22.905,1.0
1546.0,961.0,22.97,22.864,22.928,22.903,1.0
1548.0,961.0,22.949,22.864,23.016,22.9,1.0
1550.0,961.0,22.97,22.864,22.949,22.899,1.0
1552.0,961.0,22.97,22.864,22.928,22.897,1.0
1554.0,961.0,22.97,22.864,22.928,22.896,1.0
1556.0,961.0,23.08,22.864,22.928,22.894,1.0
1558.0,961.0,22.991,22.864,22.928,22.893,1.0
1560.0,961.0,23.013,22.864,22.928,22.892,1.0
1562.0,961.0,23.013,22.864,22.949,22.891,1.0
1564.0,961.0,23.013,22.864,23.016,22.89,1.0
1566.0,956.0,23.013,22.886,23.037,22.891,1.0
1568.0,956.0,23.034,22.886,22.949,22.892,1.0
1570.0,934.0,23.122,22.974,22.949,22.9,1.0
1572.0,963.0,23.034,22.864,22.928,22.898,1.0
1574.0,934.0,23.08,22.974,22.949,22.906,1.0
1576.0,952.0,23.013,22.907,22.928,22.907,1.0
1578.0,958.0,22.97,22.886,22.949,22.907,1.0
1580.0,964.0,23.059,22.864,22.949,22.904,1.0
1582.0,958.0,22.97,22.886,23.037,22.904,1.0
1584.0,953.0,22.97,22.907,22.949,22.905,1.0
1586.0,936.0,23.08,22.974,22.97,22.912,1.0
1588.0,959.0,22.991,22.886,23.037,22.911,1.0
1590.0,936.0,22.97,22.974,23.037,22.917,1.0
1592.0,960.0,22.97,22.886,22.949,22.916,1.0
1594.0,937.0,22.949,22.974,23.037,22.922,1.0
1596.0,955.0,23.037,22.907,22.949,22.921,1.0
1598.0,966.0,23.037,22.864,22.949,22.918,1.0
1600.0,966.0,23.016,22.864,22.928,22.914,1.0
1602.0,960.0,23.037,22.886,22.949,22.913,1.0
1604.0,943.0,22.97,22.953,23.037,22.917,1.0
1606.0,938.0,22.991,22.974,22.928,22.923,1.0
1608.0,938.0,23.059,22.974,22.928,22.928,1.0
1610.0,961.0,22.949,22.886,22.928,22.926,1.0
1612.0,967.0,23.016,22.864,23.016,22.921,1.0
1614.0,944.0,22.995,22.953,22.928,22.925,1.0
1616.0,967.0,22.928,22.864,22.928,22.921,1.0
1618.0,967.0,22.928,22.864,22.928,22.917,1.0
1620.0,949.0,23.037,22.931,22.928,22.919,1.0
1622.0,967.0,22.97,22.864,22.928,22.916,1.0
1624.0,972.0,22.97,22.843,22.928,22.91,1.0
1626.0,972.0,22.949,22.843,22.995,22.906,1.0
1628.0,972.0,22.97,22.843,22.995,22.902,1.0
1630.0,972.0,23.08,22.843,22.995,22.898,1.0
1632.0,972.0,23.101,22.843,22.907,22.895,1.0
1634.0,972.0,23.101,22.843,22.907,22.891,1.0
1636.0,972.0,23.122,22.843,22.907,22.889,1.0
1638.0,972.0,23.143,22.843,22.907,22.886,1.0
1640.0,944.0,23.055,22.953,22.886,22.893,1.0
1642.0,962.0,23.076,22.886,23.016,22.894,1.0
1644.0,967.0,23.055,22.864,22.995,22.893,1.0
1646.0,968.0,23.034,22.864,22.907,22.892,1.0
1648.0,962.0,23.122,22.886,22.995,22.893,1.0
1650.0,945.0,23.122,22.953,22.928,22.899,1.0
1652.0,940.0,23.055,22.974,23.016,22.907,1.0
1654.0,941.0,23.034,22.974,23.016,22.913,1.0
1656.0,970.0,22.991,22.864,22.907,22.91,1.0
1658.0,947.0,22.949,22.953,22.995,22.915,1.0
1660.0,964.0,22.949,22.886,22.995,22.914,1.0
1662.0,970.0,23.037,22.864,22.907,22.91,1.0
1664.0,970.0,23.037,22.864,22.974,22.908,1.0
1666.0,947.0,23.059,22.953,22.974,22.913,1.0
1668.0,970.0,22.991,22.864,22.907,22.91,1.0
1670.0,953.0,22.97,22.931,22.974,22.913,1.0
1672.0,971.0,22.991,22.864,22.886,22.91,1.0
1674.0,953.0,22.97,22.931,22.974,22.913,1.0
1676.0,971.0,22.991,22.864,22.995,22.91,1.0
1678.0,976.0,23.08,22.843,22.886,22.905,1.0
1680.0,959.0,23.08,22.91,22.974,22.907,1.0
1682.0,976.0,23.101,22.843,22.995,22.902,1.0
1684.0,976.0,23.013,22.843,22.886,22.899,1.0
1686.0,953.0,23.034,22.931,22.974,22.903,1.0
1688.0,971.0,23.143,22.864,22.886,22.901,1.0
1690.0,977.0,23.122,22.843,22.974,22.897,1.0
1692.0,954.0,23.122,22.931,22.953,22.901,1.0
1694.0,977.0,23.076,22.843,22.886,22.897,1.0
1696.0,972.0,23.034,22.864,22.864,22.896,1.0
1698.0,977.0,23.122,22.843,22.886,22.893,1.0
1700.0,954.0,23.055,22.931,22.886,22.897,1.0
1702.0,972.0,23.076,22.864,22.974,22.896,1.0
1704.0,955.0,23.076,22.931,22.974,22.9,1.0
1706.0,973.0,23.076,22.864,22.995,22.898,1.0
1708.0,973.0,23.034,22.864,22.886,22.897,1.0
1710.0,950.0,23.143,22.953,22.886,22.903,1.0
1712.0,950.0,23.076,22.953,22.886,22.908,1.0
1714.0,945.0,23.143,22.974,22.995,22.915,1.0
1716.0,969.0,23.034,22.886,22.907,22.913,1.0
1718.0,946.0,23.013,22.974,22.995,22.92,1.0
1720.0,969.0,23.013,22.886,22.907,22.918,1.0
1722.0,975.0,23.013,22.864,22.995,22.914,1.0
1724.0,952.0,22.991,22.953,22.974,22.919,1.0
1726.0,970.0,23.034,22.886,22.907,22.917,1.0
1728.0,952.0,23.122,22.953,22.907,22.921,1.0
1730.0,947.0,23.034,22.974,22.995,22.926,1.0
1732.0,970.0,23.034,22.886,23.016,22.924,1.0
1734.0,953.0,22.97,22.953,22.995,22.927,1.0
1736.0,953.0,22.991,22.953,22.907,22.93,1.0
1738.0,976.0,22.991,22.864,22.995,22.926,1.0
1740.0,959.0,23.059,22.931,22.974,22.927,1.0
1742.0,976.0,22.991,22.864,22.907,22.923,1.0
1744.0,959.0,23.101,22.931,22.974,22.924,1.0
1746.0,954.0,23.101,22.953,22.907,22.928,1.0
1748.0,977.0,23.013,22.864,22.907,22.923,1.0
1750.0,959.0,22.991,22.931,22.974,22.925,1.0
1752.0,977.0,23.101,22.864,22.995,22.921,1.0
1754.0,959.0,22.991,22.931,22.974,22.923,1.0
1756.0,977.0,23.034,22.864,22.995,22.919,1.0
1758.0,981.0,23.101,22.843,22.974,22.913,1.0
