temps,ACTU,MILIEU,LASER,LASER_ESTIME,TENSION_ACTU,TENSION_MILIEU,TENSION_LASER,DUTY CYCLE,STABILITE
96.0,20.041,20.988,21.663,21.531,2.775,2.722,2.684,805.0,0.0
98.0,19.995,20.988,21.642,21.51,2.777,2.722,2.686,803.0,0.0
100.0,20.041,20.901,21.73,21.484,2.775,2.727,2.681,824.0,0.0
102.0,19.974,20.943,21.554,21.465,2.778,2.724,2.69,811.0,0.0
104.0,20.041,20.988,21.6,21.451,2.775,2.722,2.688,797.0,0.0
106.0,20.108,20.967,21.579,21.436,2.771,2.723,2.689,802.0,0.0
108.0,20.062,20.967,21.579,21.423,2.774,2.723,2.689,800.0,0.0
110.0,20.062,21.034,21.536,21.417,2.774,2.719,2.691,782.0,0.0
112.0,20.041,20.925,21.561,21.403,2.775,2.725,2.69,809.0,0.0
114.0,19.995,20.967,21.494,21.393,2.777,2.723,2.694,797.0,0.0
116.0,20.062,20.967,21.473,21.384,2.774,2.723,2.695,796.0,0.0
118.0,20.083,20.946,21.452,21.374,2.772,2.724,2.696,800.0,0.0
120.0,20.062,20.967,21.364,21.368,2.774,2.723,2.701,794.0,0.0
122.0,20.129,21.013,21.431,21.365,2.77,2.721,2.697,781.0,0.0
124.0,20.02,20.971,21.389,21.359,2.776,2.723,2.7,791.0,0.0
126.0,20.02,20.95,21.41,21.352,2.776,2.724,2.698,796.0,0.0
128.0,20.02,20.904,21.456,21.342,2.776,2.727,2.696,807.0,0.0
130.0,19.932,20.837,21.389,21.327,2.781,2.73,2.7,823.0,0.0
132.0,19.953,20.858,21.41,21.316,2.78,2.729,2.698,816.0,0.0
134.0,20.062,20.837,21.389,21.304,2.774,2.73,2.7,821.0,0.0
136.0,20.104,20.858,21.322,21.294,2.771,2.729,2.703,814.0,0.0
138.0,20.104,20.925,21.389,21.291,2.771,2.725,2.7,796.0,0.0
140.0,20.083,20.971,21.368,21.293,2.772,2.723,2.701,783.0,0.0
142.0,20.062,20.929,21.413,21.291,2.774,2.725,2.698,794.0,0.0
144.0,20.041,20.883,21.326,21.285,2.775,2.728,2.703,805.0,0.0
146.0,20.062,20.904,21.326,21.281,2.774,2.727,2.703,799.0,0.0
148.0,19.974,20.795,21.283,21.269,2.778,2.733,2.705,827.0,1.0
150.0,20.062,20.816,21.259,21.259,2.774,2.731,2.707,820.0,1.0
152.0,20.062,20.904,21.238,21.258,2.774,2.727,2.708,797.0,1.0
154.0,20.062,20.841,21.217,21.252,2.774,2.73,2.709,813.0,1.0
156.0,20.016,20.841,21.326,21.246,2.776,2.73,2.703,812.0,1.0
158.0,20.016,20.841,21.326,21.241,2.776,2.73,2.703,811.0,1.0
160.0,20.037,20.862,21.326,21.238,2.775,2.729,2.703,805.0,1.0
162.0,20.058,20.883,21.304,21.237,2.774,2.728,2.704,799.0,1.0
164.0,20.125,20.753,21.326,21.225,2.77,2.735,2.703,832.0,1.0
166.0,20.058,20.816,21.28,21.22,2.774,2.731,2.706,815.0,1.0
168.0,20.125,20.883,21.347,21.221,2.77,2.728,2.702,797.0,1.0
170.0,20.125,20.841,21.217,21.218,2.77,2.73,2.709,808.0,1.0
172.0,20.037,20.841,21.326,21.216,2.775,2.73,2.703,807.0,1.0
174.0,20.125,20.841,21.304,21.214,2.77,2.73,2.704,807.0,1.0
176.0,20.125,20.774,21.283,21.206,2.77,2.734,2.705,824.0,1.0
178.0,20.167,20.795,21.217,21.201,2.768,2.733,2.709,818.0,1.0
180.0,20.167,20.774,21.304,21.194,2.768,2.734,2.704,823.0,1.0
182.0,20.167,20.883,21.217,21.198,2.768,2.728,2.709,794.0,1.0
184.0,20.234,20.929,21.283,21.205,2.764,2.725,2.705,782.0,1.0
186.0,20.104,20.887,21.241,21.207,2.771,2.728,2.708,793.0,1.0
188.0,20.062,20.799,21.262,21.202,2.774,2.732,2.707,815.0,1.0
190.0,19.953,20.82,21.283,21.2,2.78,2.731,2.705,809.0,1.0
192.0,19.953,20.841,21.241,21.199,2.78,2.73,2.708,803.0,1.0
194.0,20.062,20.753,21.241,21.191,2.774,2.735,2.708,826.0,1.0
196.0,20.016,20.774,21.196,21.185,2.776,2.734,2.71,820.0,1.0
198.0,19.995,20.82,21.174,21.184,2.777,2.731,2.712,807.0,1.0
200.0,20.083,20.82,21.153,21.183,2.772,2.731,2.713,807.0,1.0
202.0,20.016,20.799,21.174,21.181,2.776,2.732,2.712,812.0,1.0
204.0,20.104,20.799,21.174,21.178,2.771,2.732,2.712,811.0,1.0
206.0,19.995,20.69,21.262,21.167,2.777,2.739,2.707,839.0,1.0
208.0,20.058,20.753,21.283,21.162,2.774,2.735,2.705,822.0,1.0
210.0,20.037,20.711,21.174,21.154,2.775,2.737,2.712,833.0,1.0
212.0,20.08,20.644,21.196,21.141,2.773,2.741,2.71,849.0,1.0
214.0,20.122,20.774,21.238,21.14,2.77,2.734,2.708,815.0,1.0
216.0,20.167,20.82,21.174,21.144,2.768,2.731,2.712,803.0,1.0
218.0,20.167,20.82,21.174,21.147,2.768,2.731,2.712,803.0,1.0
220.0,20.146,20.82,21.241,21.149,2.769,2.731,2.708,802.0,1.0
222.0,20.037,20.799,21.22,21.15,2.775,2.732,2.709,808.0,1.0
224.0,20.037,20.753,21.22,21.147,2.775,2.735,2.709,819.0,1.0
226.0,20.037,20.753,21.153,21.144,2.775,2.735,2.713,819.0,1.0
228.0,20.125,20.774,21.262,21.143,2.77,2.734,2.707,813.0,1.0
230.0,20.037,20.862,21.153,21.15,2.775,2.729,2.713,790.0,1.0
232.0,20.062,20.82,21.132,21.152,2.774,2.731,2.714,801.0,1.0
234.0,20.062,20.841,21.22,21.156,2.774,2.73,2.709,796.0,1.0
236.0,19.953,20.82,21.241,21.158,2.78,2.731,2.708,801.0,1.0
238.0,19.974,20.82,21.241,21.159,2.778,2.731,2.708,801.0,1.0
240.0,19.953,20.732,21.22,21.153,2.78,2.736,2.709,823.0,1.0
242.0,20.083,20.753,21.174,21.15,2.772,2.735,2.712,817.0,1.0
244.0,19.995,20.753,21.262,21.147,2.777,2.735,2.707,817.0,1.0
246.0,20.083,20.753,21.174,21.144,2.772,2.735,2.712,817.0,1.0
248.0,20.104,20.841,21.174,21.148,2.771,2.73,2.712,793.0,1.0
250.0,20.083,20.799,21.241,21.149,2.772,2.732,2.708,804.0,1.0
252.0,20.083,20.799,21.241,21.15,2.772,2.732,2.708,804.0,1.0
254.0,19.953,20.799,21.22,21.15,2.78,2.732,2.709,804.0,1.0
256.0,19.932,20.799,21.22,21.151,2.781,2.732,2.709,804.0,1.0
258.0,19.932,20.711,21.22,21.144,2.781,2.737,2.709,826.0,1.0
260.0,20.02,20.774,21.174,21.143,2.776,2.734,2.712,809.0,1.0
262.0,20.02,20.82,21.132,21.146,2.776,2.731,2.714,797.0,1.0
264.0,20.041,20.799,21.132,21.147,2.775,2.732,2.714,803.0,1.0
266.0,20.02,20.778,21.153,21.146,2.776,2.734,2.713,808.0,1.0
268.0,19.953,20.799,21.262,21.147,2.78,2.732,2.707,802.0,1.0
270.0,19.953,20.778,21.241,21.146,2.78,2.734,2.708,807.0,1.0
272.0,19.953,20.799,21.153,21.147,2.78,2.732,2.713,802.0,1.0
274.0,20.041,20.69,21.241,21.139,2.775,2.739,2.708,830.0,1.0
276.0,19.953,20.732,21.196,21.135,2.78,2.736,2.71,818.0,1.0
278.0,20.02,20.711,21.174,21.129,2.776,2.737,2.712,823.0,1.0
280.0,19.932,20.69,21.174,21.123,2.781,2.739,2.712,828.0,1.0
282.0,19.932,20.757,21.196,21.122,2.781,2.735,2.71,811.0,1.0
284.0,19.911,20.648,21.22,21.113,2.782,2.741,2.709,839.0,1.0
286.0,19.974,20.711,21.262,21.11,2.778,2.737,2.707,822.0,1.0
288.0,19.974,20.669,21.132,21.103,2.778,2.74,2.714,832.0,1.0
290.0,19.974,20.69,21.153,21.099,2.778,2.739,2.713,826.0,1.0
292.0,20.083,20.711,21.132,21.097,2.772,2.737,2.714,820.0,1.0
294.0,20.104,20.69,21.132,21.094,2.771,2.739,2.714,1670.0,0.0
