temps,ACTU,MILIEU,LASER,LASER_ESTIME,TENSION_ACTU,TENSION_MILIEU,TENSION_LASER,DUTY CYCLE,STABILITE
130.0,28.736,27.361,26.681,26.69,2.298,2.372,2.408,1109.0,0.0
132.0,28.71,27.245,26.746,26.695,2.299,2.378,2.405,1140.0,0.0
134.0,28.714,27.292,26.818,26.704,2.299,2.375,2.401,1129.0,0.0
136.0,28.758,27.314,26.75,26.713,2.297,2.374,2.405,1124.0,0.0
138.0,28.758,27.245,26.75,26.716,2.297,2.378,2.405,1143.0,0.0
140.0,28.761,27.292,26.728,26.722,2.297,2.375,2.406,1131.0,0.0
142.0,28.736,27.314,26.771,26.73,2.298,2.374,2.403,1126.0,0.0
144.0,28.78,27.292,26.681,26.735,2.296,2.375,2.408,1133.0,0.0
146.0,28.849,27.383,26.771,26.747,2.292,2.37,2.403,1110.0,0.0
148.0,28.71,27.357,26.815,26.756,2.299,2.372,2.401,1117.0,0.0
150.0,28.688,27.336,26.815,26.762,2.3,2.373,2.401,1124.0,0.0
152.0,28.736,27.336,26.883,26.768,2.298,2.373,2.397,1125.0,0.0
154.0,28.805,27.336,26.793,26.773,2.294,2.373,2.402,1125.0,0.0
156.0,28.714,27.223,26.725,26.768,2.299,2.379,2.406,1155.0,0.0
158.0,28.809,27.339,26.771,26.773,2.294,2.373,2.403,1125.0,1.0
160.0,28.78,27.336,26.836,26.778,2.296,2.373,2.4,1127.0,1.0
162.0,28.802,27.336,26.815,26.782,2.294,2.373,2.401,1127.0,1.0
164.0,28.802,27.336,26.905,26.786,2.294,2.373,2.396,1128.0,1.0
166.0,28.71,27.357,26.905,26.791,2.299,2.372,2.396,1123.0,1.0
168.0,28.754,27.31,26.815,26.792,2.297,2.374,2.401,1135.0,1.0
170.0,28.846,27.289,26.793,26.79,2.292,2.375,2.402,1141.0,1.0
172.0,28.846,27.423,26.793,26.801,2.292,2.368,2.402,1107.0,1.0
174.0,28.934,27.397,26.768,26.808,2.287,2.37,2.404,1114.0,1.0
176.0,28.89,27.375,26.746,26.812,2.29,2.371,2.405,1120.0,1.0
178.0,28.868,27.535,26.836,26.83,2.291,2.362,2.4,1079.0,1.0
180.0,28.794,27.463,26.966,26.84,2.295,2.366,2.393,1099.0,1.0
182.0,28.776,27.419,26.901,26.845,2.296,2.368,2.396,1111.0,1.0
184.0,28.71,27.419,26.88,26.85,2.299,2.368,2.398,1112.0,1.0
186.0,28.78,27.419,26.88,26.854,2.296,2.368,2.398,1112.0,1.0
188.0,28.802,27.419,26.811,26.858,2.294,2.368,2.401,1113.0,1.0
190.0,28.736,27.397,26.833,26.859,2.298,2.37,2.4,1119.0,1.0
192.0,28.692,27.466,26.854,26.867,2.3,2.366,2.399,1101.0,1.0
194.0,28.552,27.488,27.01,26.875,2.308,2.365,2.391,1096.0,1.0
196.0,28.552,27.397,26.941,26.875,2.308,2.37,2.394,1120.0,1.0
198.0,28.534,27.401,27.079,26.875,2.309,2.369,2.387,1120.0,1.0
200.0,28.512,27.332,26.966,26.869,2.31,2.373,2.393,1138.0,1.0
202.0,28.56,27.401,26.901,26.87,2.307,2.369,2.396,1120.0,1.0
204.0,28.648,27.354,26.876,26.867,2.303,2.372,2.398,1132.0,1.0
206.0,28.695,27.401,26.966,26.868,2.3,2.369,2.393,1120.0,1.0
208.0,28.67,27.401,26.898,26.869,2.301,2.369,2.397,1120.0,1.0
210.0,28.556,27.379,26.988,26.868,2.307,2.371,2.392,1126.0,1.0
212.0,28.556,27.357,26.988,26.865,2.307,2.372,2.392,1132.0,1.0
214.0,28.556,27.336,27.057,26.86,2.307,2.373,2.388,1138.0,1.0
216.0,28.67,27.357,26.945,26.858,2.301,2.372,2.394,1132.0,1.0
218.0,28.714,27.267,26.945,26.849,2.299,2.377,2.394,1156.0,1.0
220.0,28.739,27.314,26.901,26.844,2.298,2.374,2.396,1143.0,1.0
222.0,28.783,27.336,26.923,26.842,2.295,2.373,2.395,1138.0,1.0
224.0,28.758,27.448,26.923,26.849,2.297,2.367,2.395,1109.0,1.0
226.0,28.776,27.354,27.01,26.848,2.296,2.372,2.391,1134.0,1.0
228.0,28.71,27.401,26.966,26.851,2.299,2.369,2.393,1122.0,1.0
230.0,28.732,27.444,27.01,26.857,2.298,2.367,2.391,1111.0,1.0
232.0,28.732,27.397,27.053,26.859,2.298,2.37,2.388,1124.0,1.0
234.0,28.758,27.375,26.919,26.858,2.297,2.371,2.395,1130.0,1.0
236.0,28.827,27.444,27.01,26.864,2.293,2.367,2.391,1112.0,1.0
238.0,28.688,27.51,27.006,26.874,2.3,2.364,2.391,1095.0,1.0
240.0,28.64,27.441,27.05,26.878,2.303,2.367,2.388,1114.0,1.0
242.0,28.688,27.466,27.075,26.883,2.3,2.366,2.387,1108.0,1.0
244.0,28.666,27.397,27.075,26.882,2.302,2.37,2.387,1126.0,1.0
246.0,28.6,27.444,27.032,26.886,2.305,2.367,2.389,1114.0,1.0
248.0,28.6,27.375,26.985,26.883,2.305,2.371,2.392,1132.0,1.0
250.0,28.739,27.444,27.053,26.886,2.298,2.367,2.388,1114.0,1.0
252.0,28.805,27.397,27.097,26.885,2.294,2.37,2.386,1127.0,1.0
254.0,28.736,27.488,26.963,26.891,2.298,2.365,2.393,1103.0,1.0
256.0,28.754,27.441,27.028,26.893,2.297,2.367,2.39,1116.0,1.0
258.0,28.754,27.531,27.053,26.903,2.297,2.362,2.388,1093.0,1.0
260.0,28.728,27.415,27.118,26.901,2.298,2.369,2.385,1124.0,1.0
262.0,28.732,27.441,27.032,26.902,2.298,2.367,2.389,1117.0,1.0
264.0,28.732,27.463,26.941,26.905,2.298,2.366,2.394,1112.0,1.0
266.0,28.754,27.463,26.941,26.908,2.297,2.366,2.394,1112.0,1.0
268.0,28.824,27.553,26.941,26.918,2.293,2.361,2.394,1089.0,1.0
270.0,28.732,27.506,26.894,26.923,2.298,2.364,2.397,1101.0,1.0
272.0,28.666,27.463,26.963,26.923,2.302,2.366,2.393,1113.0,1.0
274.0,28.622,27.51,27.032,26.928,2.304,2.364,2.389,1101.0,1.0
276.0,28.53,27.419,27.075,26.925,2.309,2.368,2.387,1125.0,1.0
278.0,28.534,27.375,27.1,26.918,2.309,2.371,2.386,1136.0,1.0
