temps,COMMANDE,ACTU,MILIEU,LASER,LASER_ESTIME,STABILITE
392.0,1098.0,28.637,27.568,27.198,27.003,1.0
394.0,1093.0,28.75,27.59,27.086,27.005,1.0
396.0,1116.0,28.728,27.499,27.198,27.0,1.0
398.0,1104.0,28.662,27.546,27.176,26.999,1.0
400.0,1104.0,28.662,27.546,27.198,26.999,1.0
402.0,1104.0,28.662,27.546,27.267,26.998,1.0
404.0,1127.0,28.662,27.455,27.155,26.99,1.0
406.0,1109.0,28.754,27.524,27.111,26.988,1.0
408.0,1103.0,28.706,27.546,27.155,26.989,1.0
410.0,1121.0,28.728,27.477,27.064,26.983,1.0
412.0,1103.0,28.684,27.546,27.133,26.984,1.0
414.0,1098.0,28.706,27.568,27.176,26.987,1.0
416.0,1098.0,28.637,27.568,27.198,26.989,1.0
418.0,1092.0,28.615,27.59,27.198,26.993,1.0
420.0,1116.0,28.706,27.499,27.198,26.989,1.0
422.0,1092.0,28.662,27.59,27.155,26.993,1.0
424.0,1105.0,28.706,27.542,27.086,26.993,1.0
426.0,1087.0,28.728,27.611,27.155,26.998,1.0
428.0,1105.0,28.703,27.542,27.086,26.998,1.0
430.0,1087.0,28.75,27.611,27.155,27.003,1.0
432.0,1081.0,28.659,27.633,27.176,27.009,1.0
434.0,1105.0,28.681,27.542,27.198,27.007,1.0
436.0,1082.0,28.706,27.633,27.155,27.013,1.0
438.0,1100.0,28.75,27.564,27.086,27.013,1.0
440.0,1088.0,28.728,27.611,27.176,27.016,1.0
442.0,1106.0,28.75,27.542,27.064,27.014,1.0
444.0,1088.0,28.728,27.611,27.133,27.017,1.0
446.0,1088.0,28.615,27.611,27.064,27.02,1.0
448.0,1106.0,28.615,27.542,27.064,27.017,1.0
450.0,1082.0,28.549,27.633,27.133,27.022,1.0
452.0,1100.0,28.593,27.564,27.086,27.021,1.0
454.0,1111.0,28.684,27.521,27.133,27.016,1.0
456.0,1088.0,28.684,27.611,27.133,27.019,1.0
458.0,1082.0,28.637,27.633,27.064,27.024,1.0
460.0,1076.0,28.659,27.655,27.064,27.03,1.0
462.0,1106.0,28.659,27.542,27.086,27.026,1.0
464.0,1093.0,28.637,27.59,27.133,27.027,1.0
466.0,1111.0,28.659,27.521,27.155,27.021,1.0
468.0,1117.0,28.75,27.499,27.133,27.015,1.0
470.0,1087.0,28.75,27.611,27.133,27.018,1.0
472.0,1100.0,28.816,27.564,27.086,27.017,1.0
474.0,1087.0,28.794,27.611,27.064,27.02,1.0
476.0,1082.0,28.725,27.633,27.108,27.025,1.0
478.0,1082.0,28.681,27.633,27.198,27.029,1.0
