temps,ACTU,MILIEU,LASER
125.06,32.58,29.58,28.02
125.21,32.58,29.58,28.02
125.36,32.58,29.58,28.02
125.51,32.58,29.58,28.02
125.66,32.68,29.58,28.11
125.81,32.58,29.58,28.02
125.96,32.68,29.58,28.02
126.11,32.58,29.58,28.11
126.26,32.68,29.58,28.02
126.41,32.58,29.67,28.02
126.56,32.58,29.58,28.02
126.71,32.68,29.67,28.11
126.86,32.68,29.67,28.11
127.01,32.68,29.67,28.11
127.16,32.68,29.67,28.11
127.31,32.68,29.67,28.11
127.46,32.68,29.67,28.11
127.61,32.68,29.67,28.11
127.76,32.68,29.67,28.11
127.91,32.68,29.67,28.11
128.06,32.68,29.67,28.11
128.21,32.68,29.67,28.20
128.36,32.68,29.67,28.11
128.51,32.68,29.67,28.11
128.66,32.68,29.67,28.11
128.81,32.68,29.67,28.20
128.96,32.68,29.67,28.20
129.11,32.78,29.67,28.20
129.26,32.68,29.76,28.20
129.41,32.68,29.67,28.20
129.56,32.78,29.76,28.20
129.71,32.68,29.76,28.20
129.86,32.78,29.76,28.20
130.01,32.68,29.67,28.20
130.16,32.68,29.76,28.20
130.31,32.78,29.76,28.20
130.46,32.78,29.76,28.20
130.61,32.78,29.76,28.20
130.76,32.68,29.76,28.29
130.91,32.68,29.76,28.29
131.06,32.78,29.76,28.29
131.21,32.78,29.76,28.29
131.36,32.78,29.76,28.29
131.51,32.68,29.76,28.29
131.66,32.78,29.76,28.29
131.81,32.78,29.86,28.29
131.96,32.78,29.76,28.29
132.11,32.78,29.76,28.29
132.26,32.78,29.86,28.29
132.41,32.78,29.86,28.38
132.56,32.78,29.76,28.38
132.71,32.78,29.76,28.38
132.86,32.78,29.86,28.38
133.01,32.78,29.76,28.38
133.16,32.78,29.86,28.38
133.31,32.78,29.86,28.29
133.46,32.78,29.86,28.38
133.61,32.78,29.86,28.29
133.76,32.78,29.86,28.38
133.91,32.78,29.86,28.38
134.06,32.78,29.86,28.38
134.21,32.78,29.86,28.38
134.36,32.78,29.86,28.38
134.51,32.78,29.86,28.38
134.66,32.78,29.86,28.38
134.81,32.78,29.86,28.38
134.96,32.87,29.86,28.38
135.11,32.78,29.86,28.38
135.26,32.87,29.86,28.38
135.41,32.78,29.86,28.38
135.56,32.87,29.86,28.38
135.71,32.87,29.86,28.47
135.86,32.87,29.86,28.47
136.01,32.78,29.95,28.47
136.16,32.78,29.86,28.47
136.31,32.87,29.86,28.47
136.46,32.87,29.95,28.47
136.61,32.87,29.95,28.47
136.76,32.87,29.95,28.47
136.91,32.87,29.95,28.47
137.06,32.87,29.95,28.47
137.21,32.87,29.95,28.47
137.36,32.87,29.95,28.47
137.51,32.87,29.95,28.47
137.66,32.87,29.95,28.47
137.80,32.87,29.95,28.47
137.96,32.97,29.95,28.57
138.11,32.87,29.95,28.47
138.26,32.87,29.95,28.47
138.41,32.87,29.95,28.47
138.56,32.87,29.95,28.57
138.71,32.97,29.95,28.47
138.86,32.97,29.95,28.57
139.01,32.87,29.95,28.47
139.16,32.87,29.95,28.57
139.30,32.97,30.04,28.47
139.46,32.97,29.95,28.57
139.61,32.97,30.04,28.57
139.76,32.97,29.95,28.57
139.91,32.97,30.04,28.57
140.05,32.97,30.04,28.57
140.21,32.97,30.04,28.57
140.36,32.97,29.95,28.57
140.51,32.97,30.04,28.57
140.66,32.97,30.04,28.57
140.80,32.97,30.04,28.57
140.96,32.97,30.04,28.57
141.11,32.97,30.04,28.57
141.25,32.97,30.04,28.57
141.41,32.97,30.04,28.57
141.55,32.97,30.04,28.57
141.71,32.97,30.04,28.57
141.85,32.97,30.04,28.57
142.01,32.97,30.04,28.57
142.15,32.97,30.04,28.66
142.30,32.97,30.04,28.66
142.45,32.97,30.04,28.66
142.60,32.97,30.04,28.66
142.75,32.97,30.04,28.66
142.90,32.97,30.04,28.66
143.05,32.97,30.04,28.66
143.20,33.06,30.13,28.66
143.35,32.97,30.04,28.66
143.50,32.97,30.04,28.66
143.65,33.06,30.13,28.66
143.80,32.97,30.13,28.66
143.95,33.06,30.04,28.66
144.10,33.06,30.04,28.75
144.25,32.97,30.04,28.66
144.40,32.97,30.13,28.66
144.55,33.06,30.13,28.66
144.70,33.06,30.13,28.75
144.85,33.06,30.13,28.66
145.00,32.97,30.13,28.75
145.15,33.06,30.13,28.66
145.30,33.06,30.13,28.75
145.45,33.06,30.13,28.66
145.60,32.97,30.13,28.66
145.75,33.06,30.13,28.66
145.90,33.06,30.13,28.75
146.05,33.06,30.13,28.75
146.20,33.06,30.13,28.75
146.35,33.06,30.13,28.75
146.50,33.06,30.13,28.75
146.65,33.06,30.13,28.75
146.80,33.06,30.13,28.75
146.95,33.06,30.13,28.75
147.10,33.06,30.23,28.75
147.25,33.06,30.13,28.75
147.40,33.06,30.13,28.75
147.55,33.06,30.23,28.75
147.70,33.06,30.13,28.75
147.85,33.06,30.13,28.75
148.00,33.06,30.13,28.75
148.15,33.06,30.23,28.75
148.30,33.06,30.23,28.84
148.45,33.06,30.23,28.84
148.60,33.06,30.23,28.84
148.75,33.06,30.23,28.84
148.90,33.16,30.23,28.84
149.05,33.06,30.23,28.75
149.20,33.16,30.23,28.84
149.35,33.16,30.23,28.84
149.50,33.16,30.23,28.84
149.65,33.16,30.23,28.84
149.80,33.16,30.23,28.84
149.95,33.16,30.23,28.84
150.10,33.16,30.23,28.84
150.25,33.16,30.23,28.84
150.40,33.16,30.23,28.84
150.55,33.16,30.23,28.93
150.70,33.16,30.23,28.84
150.85,33.16,30.32,28.93
151.00,33.16,30.23,28.93
151.15,33.16,30.23,28.93
151.30,33.16,30.23,28.84
151.45,33.16,30.32,28.93
151.60,33.16,30.32,28.84
151.75,33.16,30.32,28.93
151.90,33.16,30.32,28.93
152.05,33.16,30.32,28.93
152.20,33.16,30.32,28.93
152.35,33.16,30.32,28.93
152.50,33.16,30.32,28.93
152.65,33.16,30.32,28.93
152.80,33.16,30.32,28.93
152.95,33.16,30.32,28.93
153.10,33.16,30.32,29.02
153.25,33.16,30.32,29.02
153.40,33.16,30.32,29.02
153.55,33.16,30.32,28.93
153.70,33.16,30.32,28.93
153.85,33.26,30.32,28.93
154.00,33.16,30.32,28.93
154.15,33.26,30.32,28.93
154.30,33.16,30.32,29.02
154.45,33.16,30.32,29.02
154.60,33.16,30.32,29.02
154.75,33.16,30.32,29.02
154.90,33.26,30.32,29.02
155.05,33.16,30.32,28.93
155.20,33.16,30.32,28.93
155.35,33.16,30.32,28.93
155.50,33.16,30.32,28.93
155.65,33.16,30.32,28.93
155.80,33.26,30.32,29.02
155.95,33.16,30.32,28.93
156.10,33.26,30.32,28.93
156.25,33.26,30.32,28.93
156.40,33.26,30.32,29.02
156.55,33.26,30.41,29.02
156.70,33.26,30.32,29.02
156.85,33.26,30.32,29.02
157.00,33.26,30.32,29.12
157.15,33.26,30.32,29.02
157.30,33.26,30.41,28.93
157.45,33.26,30.41,29.02
157.60,33.26,30.32,29.02
157.75,33.26,30.41,29.02
157.90,33.26,30.41,29.02
158.05,33.35,30.41,29.02
158.20,33.26,30.32,29.02
158.35,33.26,30.41,29.02
158.50,33.26,30.41,29.02
158.65,33.35,30.41,29.02
158.80,33.35,30.41,29.12
158.95,33.35,30.41,29.02
159.10,33.26,30.41,29.02
159.25,33.26,30.41,29.02
159.40,33.35,30.41,29.12
159.55,33.35,30.41,29.02
159.70,33.26,30.41,29.12
159.85,33.35,30.41,29.12
160.00,33.26,30.41,29.12
160.15,33.35,30.41,29.12
160.30,33.35,30.41,29.12
160.45,33.26,30.41,29.12
160.60,33.35,30.41,29.12
160.75,33.26,30.41,29.12
160.90,33.26,30.51,29.12
161.05,33.26,30.51,29.12
161.20,33.35,30.51,29.12
161.35,33.35,30.41,29.12
161.50,33.35,30.51,29.21
161.65,33.26,30.51,29.21
161.80,33.35,30.51,29.12
161.95,33.35,30.51,29.12
162.10,33.35,30.51,29.12
162.25,33.26,30.51,29.12
162.40,33.35,30.51,29.12
162.55,33.35,30.51,29.12
162.70,33.35,30.51,29.12
162.85,33.35,30.60,29.12
163.00,33.35,30.51,29.12
163.15,33.35,30.51,29.21
163.30,33.35,30.60,29.21
163.45,33.45,30.60,29.21
163.60,33.35,30.60,29.21
163.75,33.35,30.60,29.12
163.90,33.35,30.60,29.21
164.05,33.45,30.60,29.12
164.20,33.45,30.60,29.21
164.35,33.45,30.60,29.21
164.50,33.45,30.60,29.30
164.65,33.45,30.60,29.21
164.80,33.35,30.60,29.21
164.95,33.45,30.60,29.21
165.10,33.45,30.60,29.21
165.25,33.45,30.60,29.21
165.40,33.45,30.60,29.21
165.55,33.45,30.69,29.21
165.70,33.55,30.60,29.21
165.85,33.45,30.60,29.30
166.00,33.55,30.69,29.30
166.15,33.45,30.69,29.21
166.30,33.55,30.69,29.21
166.45,33.55,30.69,29.30
166.60,33.55,30.69,29.30
166.75,33.55,30.69,29.30
166.90,33.55,30.69,29.30
167.05,33.55,30.69,29.30
167.20,33.55,30.69,29.30
167.35,33.55,30.69,29.30
167.50,33.55,30.69,29.30
167.65,33.55,30.69,29.30
167.80,33.55,30.69,29.30
167.95,33.55,30.69,29.30
168.10,33.55,30.69,29.30
168.25,33.55,30.69,29.30
168.40,33.55,30.69,29.30
168.55,33.55,30.69,29.30
168.70,33.55,30.69,29.39
168.85,33.55,30.69,29.39
169.00,33.64,30.69,29.39
169.15,33.55,30.69,29.39
169.30,33.55,30.79,29.30
169.45,33.55,30.79,29.39
169.60,33.64,30.69,29.39
169.75,33.55,30.69,29.39
169.90,33.55,30.79,29.39
170.05,33.55,30.79,29.30
170.20,33.64,30.79,29.30
170.35,33.55,30.69,29.39
170.50,33.55,30.69,29.39
170.65,33.55,30.79,29.30
170.80,33.64,30.79,29.39
170.95,33.64,30.69,29.39
171.10,33.55,30.79,29.39
171.25,33.55,30.79,29.39
171.40,33.64,30.79,29.39
171.55,33.64,30.79,29.39
171.70,33.64,30.79,29.49
171.85,33.55,30.79,29.39
172.00,33.64,30.79,29.39
172.15,33.64,30.79,29.39
172.30,33.64,30.79,29.39
172.44,33.64,30.79,29.39
172.60,33.64,30.79,29.39
172.74,33.64,30.79,29.39
172.90,33.64,30.79,29.39
173.04,33.64,30.88,29.39
173.20,33.55,30.79,29.39
173.34,33.64,30.79,29.49
173.50,33.64,30.79,29.49
173.64,33.64,30.88,29.39
173.79,33.74,30.88,29.39
173.94,33.64,30.88,29.39
174.09,33.64,30.88,29.39
174.24,33.64,30.88,29.39
174.39,33.64,30.88,29.39
174.54,33.74,30.88,29.39
174.69,33.74,30.88,29.39
174.84,33.74,30.88,29.49
174.99,33.74,30.88,29.49
175.14,33.74,30.88,29.49
175.29,33.74,30.88,29.49
175.44,33.74,30.88,29.49
175.59,33.74,30.88,29.49
175.74,33.64,30.88,29.49
175.89,33.74,30.88,29.49
176.04,33.74,30.88,29.49
176.19,33.74,30.88,29.49
176.34,33.74,30.88,29.49
176.49,33.74,30.88,29.49
176.64,33.84,30.88,29.49
176.79,33.74,30.88,29.49
176.94,33.74,30.97,29.49
177.09,33.74,30.88,29.49
177.24,33.74,30.88,29.49
177.39,33.84,30.88,29.49
177.54,33.74,30.88,29.49
177.69,33.74,30.88,29.49
177.84,33.84,30.97,29.58
177.99,33.74,30.88,29.49
178.14,33.74,30.97,29.58
178.29,33.84,30.97,29.58
178.44,33.84,30.97,29.58
178.59,33.84,30.97,29.58
178.74,33.84,30.97,29.58
178.89,33.84,30.97,29.58
179.04,33.84,30.97,29.58
179.19,33.84,30.97,29.58
179.34,33.84,30.97,29.58
179.49,33.84,30.97,29.58
179.64,33.84,30.97,29.58
179.79,33.84,30.97,29.58
179.94,33.84,30.97,29.67
180.09,33.84,30.97,29.58
180.24,33.84,30.97,29.58
180.39,33.93,31.07,29.58
180.54,33.84,30.97,29.58
180.69,33.93,30.97,29.58
180.84,33.84,30.97,29.58
180.99,33.93,30.97,29.58
181.14,33.93,30.97,29.67
181.29,33.93,31.07,29.67
181.44,33.93,31.07,29.67
181.59,33.93,30.97,29.67
181.74,33.93,31.07,29.67
181.89,33.93,31.07,29.67
182.04,33.93,31.07,29.67
182.19,33.93,31.07,29.67
182.34,34.03,31.07,29.58
182.49,34.03,31.07,29.58
182.64,33.93,31.07,29.58
182.79,33.93,31.07,29.76
182.94,34.03,31.07,29.67
183.09,33.93,31.07,29.67
183.24,33.93,31.07,29.58
183.39,33.93,31.07,29.67
183.54,34.03,31.07,29.67
183.69,34.03,31.07,29.67
183.84,34.03,31.07,29.67
183.99,34.03,31.07,29.67
184.14,34.03,31.07,29.58
184.29,34.03,31.07,29.76
184.44,34.03,31.07,29.67
184.59,34.03,31.07,29.67
184.74,34.03,31.16,29.67
184.89,34.03,31.07,29.67
185.04,34.03,31.07,29.76
185.19,34.03,31.16,29.67
185.34,34.03,31.16,29.67
185.49,34.03,31.16,29.67
185.64,34.03,31.07,29.67
185.79,34.03,31.07,29.76
185.94,34.03,31.16,29.67
186.09,34.03,31.16,29.67
186.24,34.03,31.16,29.67
186.39,34.03,31.16,29.76
186.54,34.03,31.16,29.67
186.69,34.03,31.16,29.67
186.84,34.03,31.16,29.67
186.99,34.03,31.16,29.76
187.14,34.03,31.16,29.67
187.29,34.03,31.16,29.67
187.44,34.13,31.16,29.67
187.59,34.03,31.16,29.76
187.74,34.13,31.16,29.76
187.89,34.03,31.16,29.76
188.04,34.13,31.16,29.67
188.19,34.13,31.16,29.76
188.34,34.13,31.16,29.76
188.49,34.03,31.16,29.76
188.64,34.13,31.26,29.76
188.79,34.13,31.16,29.76
188.94,34.13,31.16,29.76
189.09,34.13,31.16,29.76
189.24,34.13,31.16,29.76
189.39,34.13,31.26,29.76
189.54,34.13,31.16,29.76
189.69,34.13,31.26,29.76
189.84,34.13,31.16,29.76
189.99,34.13,31.26,29.76
190.14,34.13,31.26,29.76
190.29,34.13,31.26,29.76
190.44,34.13,31.26,29.86
190.59,34.23,31.26,29.76
190.74,34.23,31.26,29.76
190.89,34.13,31.26,29.76
191.04,34.13,31.26,29.76
191.19,34.13,31.26,29.86
191.34,34.13,31.26,29.76
191.49,34.23,31.26,29.86
191.64,34.23,31.26,29.76
191.79,34.13,31.26,29.86
191.94,34.23,31.26,29.86
192.09,34.23,31.26,29.86
192.24,34.23,31.26,29.86
192.39,34.23,31.26,29.86
192.54,34.23,31.26,29.86
192.69,34.23,31.26,29.86
192.84,34.23,31.26,29.86
192.99,34.23,31.35,29.86
193.14,34.23,31.35,29.86
193.29,34.23,31.26,29.86
193.44,34.23,31.26,29.86
193.59,34.23,31.35,29.86
193.74,34.23,31.26,29.86
193.89,34.23,31.35,29.95
194.04,34.23,31.35,29.86
194.19,34.23,31.35,29.86
194.34,34.23,31.35,29.86
194.49,34.23,31.35,29.86
194.64,34.23,31.35,29.86
194.79,34.23,31.35,29.95
194.94,34.23,31.35,29.86
195.09,34.23,31.35,29.86
195.24,34.23,31.35,29.95
195.39,34.23,31.35,29.95
195.54,34.23,31.35,29.95
195.69,34.23,31.35,29.95
195.84,34.23,31.35,29.95
195.99,34.23,31.35,29.95
196.14,34.23,31.35,29.95
196.29,34.23,31.35,29.95
196.44,34.23,31.35,29.95
196.59,34.23,31.35,29.95
196.74,34.23,31.44,29.95
196.89,34.23,31.35,29.95
197.04,34.33,31.44,29.95
197.19,34.33,31.35,29.95
197.34,34.23,31.35,29.95
197.49,34.23,31.44,29.95
197.64,34.23,31.35,29.95
197.79,34.33,31.44,29.95
197.94,34.23,31.44,29.95
198.09,34.33,31.44,29.95
198.24,34.23,31.44,29.95
198.39,34.33,31.44,30.04
198.54,34.33,31.44,29.95
198.69,34.33,31.44,29.95
198.84,34.33,31.44,29.95
198.99,34.33,31.44,29.95
199.14,34.33,31.44,29.95
199.29,34.33,31.44,29.95
199.44,34.33,31.44,29.95
199.59,34.33,31.44,29.95
199.74,34.33,31.44,30.04
199.89,34.33,31.44,29.95
200.04,34.33,31.44,29.95
200.19,34.33,31.44,29.95
200.34,34.33,31.44,29.95
200.49,34.33,31.44,29.95
200.64,34.33,31.54,29.95
200.79,34.33,31.44,29.95
200.94,34.42,31.44,30.04
201.09,34.33,31.44,30.04
201.24,34.42,31.54,29.95
201.38,34.33,31.54,30.04
201.54,34.42,31.54,29.95
201.69,34.42,31.44,30.04
201.84,34.42,31.54,30.04
201.99,34.33,31.54,30.04
202.13,34.42,31.54,30.04
202.29,34.42,31.44,30.04
202.44,34.42,31.54,30.04
202.59,34.42,31.54,29.95
202.74,34.42,31.54,30.04
202.88,34.42,31.54,30.04
203.04,34.42,31.54,30.04
203.19,34.42,31.54,30.04
203.34,34.33,31.54,30.04
203.49,34.42,31.54,30.04
203.63,34.42,31.54,30.04
203.79,34.33,31.54,30.04
203.93,34.33,31.54,30.04
204.09,34.42,31.54,30.04
204.23,34.42,31.54,30.04
204.38,34.33,31.54,30.04
204.53,34.33,31.54,30.04
204.69,34.42,31.54,30.04
204.83,34.42,31.54,30.13
204.98,34.42,31.54,30.13
205.13,34.42,31.54,30.04
205.28,34.42,31.54,30.04
205.43,34.42,31.54,30.13
205.58,34.42,31.54,30.13
205.73,34.42,31.54,30.13
205.88,34.42,31.54,30.04
206.03,34.42,31.54,30.13
206.18,34.42,31.54,30.13
206.33,34.42,31.54,30.04
206.48,34.42,31.54,30.04
206.63,34.42,31.63,30.13
206.78,34.42,31.54,30.13
206.93,34.42,31.54,30.13
207.08,34.42,31.63,30.13
207.23,34.42,31.63,30.13
207.38,34.42,31.63,30.13
207.53,34.42,31.54,30.13
207.68,34.42,31.63,30.13
207.83,34.42,31.63,30.04
207.98,34.42,31.63,30.13
208.13,34.42,31.63,30.13
208.28,34.42,31.63,30.13
208.43,34.42,31.63,30.13
208.58,34.52,31.63,30.13
208.73,34.52,31.63,30.13
208.88,34.42,31.63,30.13
209.03,34.42,31.63,30.13
209.18,34.42,31.63,30.13
209.33,34.52,31.63,30.13
209.48,34.42,31.63,30.13
209.63,34.42,31.63,30.13
209.78,34.52,31.63,30.13
209.93,34.52,31.63,30.13
210.08,34.42,31.63,30.13
210.23,34.42,31.63,30.23
210.38,34.52,31.63,30.13
210.53,34.52,31.63,30.13
210.68,34.52,31.63,30.13
210.83,34.52,31.63,30.13
210.98,34.42,31.73,30.13
211.13,34.52,31.73,30.13
211.28,34.52,31.63,30.13
211.43,34.52,31.63,30.13
211.58,34.52,31.73,30.23
211.73,34.52,31.73,30.13
211.88,34.52,31.73,30.13
212.03,34.52,31.73,30.13
212.18,34.52,31.73,30.13
212.33,34.52,31.73,30.23
212.48,34.52,31.73,30.23
212.63,34.52,31.73,30.23
212.78,34.52,31.73,30.13
212.93,34.52,31.73,30.13
213.08,34.52,31.73,30.13
213.23,34.52,31.73,30.23
213.38,34.62,31.73,30.13
213.53,34.52,31.73,30.23
213.68,34.62,31.73,30.23
213.83,34.62,31.73,30.23
213.98,34.52,31.73,30.23
214.13,34.52,31.73,30.23
214.28,34.62,31.73,30.23
214.43,34.62,31.73,30.23
214.58,34.62,31.73,30.23
214.73,34.52,31.73,30.23
214.88,34.52,31.73,30.32
215.03,34.52,31.73,30.23
215.18,34.52,31.73,30.32
215.33,34.52,31.73,30.23
215.48,34.52,31.82,30.23
215.63,34.52,31.73,30.32
215.78,34.52,31.73,30.23
215.93,34.52,31.82,30.32
216.08,34.52,31.82,30.23
216.23,34.52,31.73,30.32
216.38,34.62,31.82,30.32
216.53,34.52,31.82,30.32
216.68,34.52,31.82,30.32
216.83,34.52,31.82,30.32
216.98,34.52,31.73,30.32
217.13,34.52,31.73,30.32
217.28,34.52,31.73,30.32
217.43,34.52,31.73,30.32
217.58,34.52,31.82,30.32
217.73,34.52,31.82,30.32
217.88,34.52,31.73,30.32
218.03,34.52,31.82,30.32
218.18,34.52,31.82,30.32
218.33,34.52,31.82,30.32
218.48,34.52,31.82,30.32
218.63,34.52,31.82,30.32
218.78,34.52,31.82,30.32
218.93,34.52,31.73,30.32
219.08,34.52,31.82,30.32
219.23,34.52,31.82,30.32
219.38,34.52,31.82,30.32
219.53,34.52,31.82,30.41
219.68,34.52,31.82,30.41
219.83,34.52,31.82,30.41
219.98,34.52,31.82,30.41
220.13,34.52,31.82,30.41
220.28,34.52,31.82,30.41
220.43,34.52,31.82,30.41
220.58,34.52,31.82,30.41
220.73,34.52,31.82,30.32
220.88,34.52,31.82,30.41
221.03,34.52,31.82,30.41
221.18,34.42,31.82,30.41
221.33,34.52,31.82,30.41
221.48,34.52,31.73,30.41
221.63,34.52,31.82,30.41
221.78,34.52,31.82,30.41
221.93,34.52,31.82,30.41
222.08,34.52,31.82,30.51
222.23,34.52,31.73,30.41
222.38,34.52,31.82,30.51
222.53,34.52,31.82,30.41
222.68,34.52,31.82,30.41
222.83,34.52,31.82,30.41
222.98,34.52,31.82,30.41
223.13,34.52,31.82,30.41
223.28,34.52,31.82,30.51
223.43,34.62,31.82,30.51
223.58,34.52,31.82,30.51
223.73,34.52,31.82,30.41
223.88,34.52,31.82,30.51
224.03,34.52,31.82,30.51
224.18,34.52,31.82,30.51
224.33,34.52,31.82,30.51
224.48,34.52,31.82,30.51
224.63,34.52,31.82,30.51
224.78,34.52,31.82,30.60
224.93,34.52,31.82,30.51
225.08,34.52,31.82,30.51
225.23,34.62,31.82,30.51
225.38,34.62,31.82,30.51
225.53,34.62,31.82,30.51
225.68,34.52,31.82,30.51
225.83,34.62,31.82,30.51
225.98,34.62,31.82,30.51
226.13,34.62,31.82,30.51
226.28,34.52,31.82,30.60
226.43,34.62,31.82,30.51
226.58,34.62,31.82,30.60
226.73,34.62,31.82,30.51
226.88,34.62,31.82,30.51
227.03,34.62,31.92,30.60
227.18,34.62,31.82,30.51
227.33,34.62,31.82,30.60
227.48,34.62,31.82,30.60
227.63,34.62,31.92,30.60
227.78,34.62,31.92,30.51
227.93,34.62,31.92,30.60
228.08,34.72,31.92,30.60
228.23,34.62,31.92,30.60
228.38,34.62,31.92,30.60
228.53,34.72,31.92,30.60
228.68,34.72,31.92,30.60
228.83,34.72,31.92,30.60
228.98,34.72,31.92,30.60
229.13,34.72,31.92,30.60
229.28,34.72,31.92,30.60
229.43,34.72,31.92,30.60
229.58,34.72,31.92,30.60
229.73,34.72,31.92,30.60
229.88,34.72,31.92,30.60
230.03,34.72,31.92,30.60
230.18,34.72,31.92,30.60
230.33,34.82,31.92,30.60
230.48,34.82,31.92,30.69
230.63,34.82,31.92,30.69
230.78,34.72,31.92,30.60
230.93,34.72,31.92,30.60
231.08,34.82,31.92,30.69
231.23,34.82,31.92,30.69
231.38,34.82,32.01,30.60
231.53,34.72,31.92,30.69
231.68,34.82,31.92,30.69
231.83,34.72,31.92,30.69
231.98,34.82,31.92,30.60
232.13,34.72,32.01,30.60
232.27,34.72,31.92,30.60
232.43,34.72,31.92,30.69
232.58,34.72,32.01,30.69
232.73,34.72,32.01,30.60
232.88,34.72,32.01,30.60
233.02,34.72,31.92,30.69
233.18,34.72,31.92,30.69
233.33,34.72,31.92,30.60
233.48,34.62,32.01,30.60
233.63,34.72,31.92,30.69
233.77,34.72,31.92,30.69
233.93,34.72,31.92,30.69
234.08,34.62,32.01,30.69
234.23,34.62,31.92,30.69
234.38,34.72,32.01,30.69
234.52,34.62,31.92,30.69
234.68,34.62,32.01,30.69
234.82,34.62,32.01,30.60
234.98,34.62,32.01,30.69
235.12,34.62,31.92,30.69
235.27,34.62,32.01,30.69
235.42,34.62,32.01,30.60
235.58,34.62,32.01,30.69
235.72,34.62,32.01,30.69
235.88,34.62,32.01,30.69
236.02,34.52,32.01,30.69
236.17,34.62,32.01,30.69
236.32,34.52,31.92,30.69
236.47,34.62,32.01,30.69
236.62,34.52,32.01,30.69
236.77,34.52,32.01,30.69
236.92,34.62,32.01,30.69
237.07,34.62,32.01,30.60
237.22,34.52,32.01,30.69
237.37,34.62,32.01,30.69
237.52,34.62,32.01,30.69
237.67,34.62,32.01,30.69
237.82,34.52,32.01,30.69
237.97,34.52,32.01,30.69
238.12,34.62,32.01,30.69
238.27,34.62,32.01,30.69
238.42,34.62,32.01,30.69
238.57,34.52,32.01,30.79
238.72,34.62,32.01,30.69
238.87,34.62,32.01,30.69
239.02,34.62,32.01,30.69
239.17,34.52,32.01,30.69
239.32,34.62,32.01,30.69
239.47,34.62,32.01,30.69
239.62,34.62,32.01,30.69
239.77,34.62,32.01,30.69
239.92,34.62,32.01,30.69
240.07,34.62,32.01,30.79
240.22,34.72,32.01,30.69
240.37,34.62,32.11,30.69
240.52,34.72,32.11,30.69
240.67,34.62,32.01,30.69
240.82,34.62,32.11,30.79
240.97,34.72,32.11,30.69
241.12,34.72,32.11,30.79
241.27,34.72,32.11,30.69
241.42,34.72,32.11,30.79
241.57,34.72,32.11,30.69
241.72,34.62,32.11,30.69
241.87,34.72,32.11,30.69
242.02,34.72,32.11,30.69
242.17,34.72,32.11,30.79
242.32,34.72,32.11,30.69
242.47,34.72,32.11,30.69
242.62,34.72,32.11,30.79
242.77,34.72,32.11,30.79
242.92,34.72,32.11,30.79
243.07,34.72,32.11,30.79
243.22,34.82,32.11,30.79
243.37,34.82,32.11,30.79
243.52,34.82,32.11,30.79
243.67,34.82,32.11,30.79
243.82,34.82,32.11,30.79
243.97,34.82,32.11,30.88
244.12,34.82,32.11,30.79
244.27,34.82,32.11,30.88
244.42,34.82,32.11,30.79
244.57,34.82,32.11,30.88
244.72,34.82,32.11,30.88
244.87,34.82,32.11,30.88
245.02,34.82,32.11,30.79
245.17,34.91,32.11,30.88
245.32,34.82,32.11,30.88
245.47,34.91,32.11,30.88
245.62,34.82,32.11,30.88
245.77,34.91,32.20,30.88
245.92,34.91,32.11,30.88
246.07,34.91,32.11,30.88
246.22,34.91,32.20,30.88
246.37,34.82,32.11,30.88
246.52,34.91,32.20,30.88
246.67,34.91,32.11,30.88
246.82,34.82,32.20,30.88
246.97,34.91,32.20,30.88
247.12,34.91,32.20,30.88
247.27,34.91,32.20,30.88
247.42,34.91,32.20,30.88
247.57,34.91,32.20,30.88
247.72,34.91,32.20,30.88
247.87,34.91,32.20,30.88
248.02,34.91,32.20,30.97
248.17,34.91,32.20,30.88
248.32,34.91,32.20,30.88
248.47,34.91,32.20,30.88
248.62,34.91,32.11,30.88
248.77,34.91,32.20,30.97
248.92,34.91,32.20,30.88
249.07,34.91,32.20,30.88
249.22,34.91,32.20,30.97
249.37,34.91,32.20,30.88
249.52,34.91,32.20,30.88
249.67,34.91,32.20,30.88
249.82,35.01,32.20,30.97
249.97,34.91,32.20,30.88
250.12,34.91,32.20,30.88
250.27,34.91,32.20,30.97
250.42,34.91,32.20,30.88
250.57,34.91,32.20,30.97
250.72,34.91,32.20,30.97
250.87,34.91,32.20,30.88
251.02,34.91,32.20,30.97
251.17,35.01,32.20,30.97
251.32,34.91,32.20,30.97
251.47,34.91,32.20,30.88
251.62,34.91,32.30,30.97
251.77,34.91,32.20,30.97
251.92,34.91,32.30,30.97
252.07,34.91,32.20,30.97
252.22,34.91,32.20,30.97
252.37,34.91,32.20,30.97
252.52,34.91,32.20,30.97
252.67,34.91,32.30,30.97
252.82,34.91,32.30,30.97
252.97,34.91,32.20,30.97
253.12,34.91,32.20,30.97
253.27,34.91,32.30,30.97
253.42,34.91,32.30,30.97
253.57,34.91,32.20,30.97
253.72,34.91,32.20,30.97
253.87,34.91,32.30,30.97
254.02,34.91,32.30,30.97
254.17,34.91,32.30,30.97
254.32,34.91,32.20,30.97
254.47,34.91,32.30,31.07
254.62,34.91,32.30,30.97
254.77,34.91,32.20,30.97
254.92,34.91,32.20,31.07
255.07,34.91,32.30,30.97
255.22,34.91,32.30,31.07
255.37,34.91,32.30,30.97
255.52,34.91,32.30,31.07
255.67,34.91,32.30,31.07
255.82,34.91,32.30,31.07
