temps,ACTU,MILIEU,LASER
255.97,34.91,32.20,31.07
256.12,35.01,32.30,31.07
256.27,34.91,32.20,31.07
256.42,34.91,32.30,31.07
256.57,34.91,32.30,30.97
256.72,35.01,32.30,31.07
256.87,34.91,32.20,31.07
257.02,34.91,32.30,31.07
257.17,34.91,32.30,31.07
257.32,34.91,32.30,31.07
257.47,35.01,32.30,31.07
257.62,34.91,32.30,31.07
257.77,34.91,32.30,31.07
257.92,35.01,32.30,31.07
258.07,35.01,32.30,31.07
258.22,34.91,32.30,31.07
258.37,35.01,32.30,31.07
258.52,34.91,32.30,31.07
258.67,35.01,32.30,31.07
258.82,35.01,32.30,31.07
258.97,35.01,32.30,31.07
259.12,35.01,32.30,31.07
259.27,35.01,32.30,31.07
259.42,35.01,32.30,31.07
259.57,35.01,32.30,31.07
259.72,35.01,32.30,31.07
259.87,35.01,32.30,31.07
260.02,35.11,32.30,31.07
260.17,35.11,32.30,31.07
260.32,35.01,32.30,31.07
260.47,35.11,32.30,31.07
260.62,35.01,32.30,31.07
260.77,35.11,32.30,31.07
260.92,35.11,32.39,31.16
261.07,35.11,32.30,31.07
261.22,35.11,32.30,31.07
261.37,35.11,32.30,31.16
261.52,35.11,32.39,31.07
261.67,35.11,32.30,31.07
261.82,35.11,32.30,31.07
261.97,35.11,32.39,31.16
262.12,35.11,32.39,31.07
262.27,35.11,32.39,31.16
262.42,35.11,32.39,31.07
262.57,35.11,32.39,31.16
262.72,35.11,32.39,31.16
262.86,35.11,32.39,31.16
263.02,35.11,32.39,31.16
263.17,35.11,32.39,31.26
263.32,35.11,32.39,31.16
263.47,35.11,32.39,31.16
263.61,35.11,32.39,31.07
263.77,35.21,32.39,31.16
263.92,35.21,32.39,31.16
264.07,35.21,32.39,31.16
264.22,35.21,32.39,31.16
264.37,35.21,32.39,31.16
264.52,35.21,32.39,31.26
264.67,35.21,32.39,31.16
264.82,35.21,32.39,31.16
264.97,35.21,32.39,31.16
265.11,35.21,32.39,31.16
265.27,35.21,32.39,31.16
265.42,35.11,32.49,31.16
265.57,35.21,32.49,31.16
265.72,35.21,32.39,31.26
265.86,35.21,32.49,31.16
266.01,35.21,32.49,31.16
266.17,35.21,32.49,31.16
266.31,35.21,32.49,31.16
266.47,35.21,32.49,31.16
266.61,35.11,32.49,31.26
266.77,35.21,32.49,31.16
266.91,35.21,32.49,31.16
267.07,35.21,32.49,31.26
267.21,35.21,32.49,31.26
267.36,35.21,32.49,31.26
267.51,35.11,32.49,31.16
267.66,35.21,32.49,31.26
267.81,35.21,32.49,31.26
267.96,35.21,32.49,31.26
268.11,35.21,32.49,31.26
268.26,35.21,32.49,31.26
268.41,35.21,32.49,31.26
268.56,35.21,32.49,31.26
268.71,35.21,32.49,31.26
268.86,35.21,32.49,31.16
269.01,35.21,32.49,31.26
269.16,35.21,32.49,31.26
269.31,35.21,32.49,31.16
269.46,35.21,32.49,31.16
269.61,35.21,32.49,31.26
269.76,35.21,32.49,31.16
269.91,35.21,32.58,31.26
270.06,35.21,32.58,31.26
270.21,35.21,32.58,31.26
270.36,35.21,32.58,31.26
270.51,35.21,32.58,31.16
270.66,35.21,32.58,31.26
270.81,35.31,32.58,31.26
270.96,35.21,32.58,31.26
271.11,35.21,32.58,31.26
271.26,35.21,32.58,31.26
271.41,35.21,32.58,31.26
271.56,35.21,32.58,31.26
271.71,35.21,32.58,31.26
271.86,35.21,32.58,31.26
272.01,35.21,32.58,31.26
272.16,35.21,32.58,31.26
272.31,35.21,32.58,31.26
272.46,35.21,32.58,31.26
272.61,35.21,32.58,31.26
272.76,35.31,32.58,31.26
272.91,35.21,32.58,31.26
273.06,35.21,32.58,31.26
273.21,35.21,32.58,31.26
273.36,35.21,32.58,31.26
273.51,35.31,32.58,31.26
273.66,35.31,32.58,31.35
273.81,35.21,32.58,31.26
273.96,35.31,32.58,31.26
274.11,35.31,32.58,31.26
274.26,35.31,32.58,31.26
274.41,35.31,32.58,31.26
274.56,35.31,32.58,31.26
274.71,35.31,32.58,31.35
274.86,35.31,32.58,31.35
275.01,35.31,32.58,31.26
275.16,35.31,32.58,31.26
275.31,35.31,32.58,31.26
275.46,35.31,32.58,31.26
275.61,35.31,32.58,31.26
275.76,35.31,32.58,31.35
275.91,35.31,32.58,31.26
276.06,35.41,32.58,31.35
276.21,35.31,32.58,31.26
276.36,35.31,32.58,31.26
276.51,35.31,32.58,31.35
276.66,35.31,32.58,31.35
276.81,35.31,32.58,31.35
276.96,35.31,32.58,31.35
277.11,35.31,32.68,31.26
277.26,35.31,32.68,31.26
277.41,35.41,32.58,31.35
277.56,35.31,32.58,31.35
277.71,35.31,32.68,31.35
277.86,35.41,32.68,31.35
278.01,35.31,32.58,31.35
278.16,35.31,32.68,31.35
278.31,35.31,32.68,31.35
278.46,35.31,32.68,31.35
278.61,35.31,32.68,31.35
278.76,35.31,32.68,31.35
278.91,35.31,32.68,31.35
279.06,35.41,32.68,31.35
279.21,35.41,32.68,31.35
279.36,35.41,32.68,31.35
279.51,35.31,32.68,31.35
279.66,35.41,32.68,31.35
279.81,35.41,32.68,31.26
279.96,35.41,32.78,31.35
280.11,35.41,32.68,31.35
280.26,35.41,32.68,31.35
280.41,35.41,32.68,31.35
280.56,35.41,32.68,31.35
280.71,35.41,32.68,31.35
280.86,35.41,32.68,31.26
281.01,35.41,32.78,31.35
281.16,35.41,32.68,31.35
281.31,35.41,32.68,31.35
281.46,35.41,32.78,31.35
281.61,35.41,32.68,31.35
281.76,35.51,32.78,31.35
281.91,35.41,32.68,31.35
282.06,35.41,32.78,31.35
282.21,35.41,32.78,31.35
282.36,35.41,32.78,31.35
282.51,35.41,32.78,31.35
282.66,35.41,32.68,31.44
282.81,35.41,32.78,31.35
282.96,35.41,32.78,31.35
283.11,35.51,32.78,31.35
283.26,35.41,32.68,31.35
283.41,35.51,32.78,31.44
283.56,35.51,32.78,31.35
283.71,35.51,32.78,31.35
283.86,35.51,32.78,31.35
284.01,35.51,32.68,31.35
284.16,35.41,32.78,31.35
284.31,35.51,32.78,31.35
284.46,35.51,32.78,31.35
284.61,35.51,32.78,31.35
284.76,35.51,32.78,31.35
284.91,35.51,32.78,31.35
285.06,35.51,32.78,31.35
285.21,35.51,32.78,31.35
285.36,35.51,32.78,31.35
285.51,35.41,32.78,31.35
285.66,35.51,32.78,31.35
285.81,35.51,32.78,31.35
285.96,35.51,32.78,31.35
286.11,35.51,32.78,31.35
286.26,35.51,32.78,31.35
286.41,35.51,32.78,31.35
286.56,35.51,32.78,31.35
286.71,35.51,32.78,31.35
286.86,35.51,32.78,31.44
287.01,35.51,32.78,31.35
287.16,35.51,32.78,31.44
287.31,35.51,32.78,31.44
287.46,35.51,32.78,31.35
287.61,35.51,32.78,31.35
287.76,35.51,32.78,31.44
287.91,35.51,32.78,31.44
288.06,35.51,32.78,31.44
288.21,35.51,32.87,31.44
288.36,35.61,32.78,31.35
288.51,35.51,32.78,31.44
288.66,35.51,32.78,31.44
288.81,35.51,32.78,31.35
288.96,35.51,32.78,31.44
289.11,35.51,32.78,31.44
289.26,35.51,32.87,31.44
289.41,35.51,32.78,31.44
289.56,35.51,32.78,31.35
289.71,35.51,32.87,31.35
289.86,35.51,32.87,31.35
290.01,35.51,32.87,31.44
290.16,35.61,32.87,31.44
290.31,35.51,32.87,31.44
290.46,35.51,32.78,31.44
290.61,35.51,32.87,31.35
290.76,35.51,32.78,31.35
290.91,35.51,32.87,31.44
291.06,35.51,32.87,31.44
291.21,35.61,32.87,31.44
291.36,35.51,32.87,31.44
291.51,35.51,32.87,31.35
291.66,35.61,32.87,31.44
291.81,35.61,32.87,31.44
291.96,35.51,32.87,31.44
292.11,35.61,32.87,31.44
292.26,35.61,32.87,31.44
292.41,35.61,32.87,31.35
292.56,35.51,32.87,31.44
292.71,35.61,32.87,31.44
292.86,35.61,32.87,31.44
293.01,35.51,32.87,31.44
293.16,35.51,32.87,31.44
293.31,35.51,32.87,31.44
293.46,35.61,32.87,31.44
293.61,35.61,32.87,31.54
293.76,35.51,32.87,31.54
293.91,35.51,32.87,31.44
294.05,35.61,32.87,31.44
294.21,35.61,32.87,31.44
294.36,35.51,32.87,31.54
294.51,35.61,32.87,31.44
294.66,35.51,32.87,31.44
294.80,35.61,32.87,31.54
294.96,35.61,32.87,31.54
295.11,35.51,32.87,31.44
295.26,35.51,32.87,31.54
295.41,35.51,32.87,31.44
295.56,35.61,32.87,31.54
295.70,35.51,32.87,31.54
295.86,35.51,32.87,31.54
296.01,35.61,32.87,31.54
296.16,35.61,32.87,31.54
296.30,35.51,32.87,31.54
296.45,35.51,32.87,31.54
296.61,35.51,32.87,31.54
296.76,35.51,32.87,31.54
296.91,35.51,32.87,31.54
297.05,35.51,32.97,31.63
297.20,35.61,32.87,31.54
297.36,35.51,32.87,31.54
297.50,35.61,32.87,31.54
297.66,35.51,32.87,31.54
297.80,35.51,32.97,31.54
297.95,35.51,32.87,31.54
298.10,35.61,32.87,31.54
298.26,35.51,32.87,31.54
298.40,35.51,32.97,31.54
298.55,35.61,32.87,31.44
298.70,35.61,32.97,31.54
298.85,35.61,32.87,31.54
299.00,35.61,32.87,31.54
299.15,35.61,32.97,31.54
299.30,35.61,32.97,31.44
299.45,35.61,32.87,31.54
299.60,35.61,32.87,31.54
299.75,35.61,32.87,31.54
299.90,35.61,32.97,31.54
300.05,35.61,32.97,31.54
300.20,35.61,32.97,31.54
300.35,35.61,32.97,31.54
300.50,35.71,32.97,31.54
300.65,35.71,32.97,31.54
300.80,35.61,32.87,31.54
300.95,35.61,32.97,31.54
301.10,35.61,32.97,31.54
301.25,35.71,32.87,31.54
301.40,35.61,32.87,31.54
301.55,35.61,32.97,31.54
301.70,35.61,32.97,31.63
301.85,35.61,32.97,31.63
302.00,35.71,32.97,31.63
302.15,35.61,32.97,31.54
302.30,35.61,32.97,31.63
302.45,35.71,32.97,31.54
302.60,35.61,32.97,31.54
302.75,35.61,32.97,31.54
302.90,35.61,32.97,31.63
303.05,35.61,32.97,31.54
303.20,35.71,32.97,31.54
303.35,35.61,32.97,31.63
303.50,35.61,32.97,31.54
303.65,35.61,32.97,31.63
303.80,35.71,32.97,31.54
303.95,35.61,32.97,31.63
304.10,35.61,32.97,31.63
304.25,35.61,32.97,31.63
304.40,35.71,33.06,31.63
304.55,35.71,32.97,31.63
304.70,35.71,32.97,31.54
304.85,35.61,32.97,31.63
305.00,35.71,32.97,31.63
305.15,35.61,32.97,31.54
305.30,35.61,32.97,31.63
305.45,35.71,32.97,31.54
305.60,35.61,32.97,31.63
305.75,35.71,32.97,31.54
305.90,35.61,32.97,31.63
306.05,35.71,32.97,31.63
306.20,35.61,32.97,31.63
306.35,35.71,32.97,31.63
306.50,35.71,32.97,31.63
306.65,35.61,32.97,31.63
306.80,35.61,33.06,31.63
306.95,35.61,32.97,31.63
307.10,35.61,33.06,31.63
307.25,35.61,32.97,31.63
307.40,35.61,32.97,31.63
307.55,35.61,32.97,31.73
307.70,35.61,32.97,31.63
307.85,35.71,32.97,31.73
308.00,35.71,32.97,31.63
308.15,35.61,32.97,31.63
308.30,35.71,32.97,31.73
308.45,35.71,32.97,31.73
308.60,35.71,32.97,31.73
308.75,35.61,32.97,31.73
308.90,35.61,33.06,31.73
309.05,35.61,32.97,31.63
309.20,35.61,32.97,31.73
309.35,35.61,32.97,31.73
309.50,35.61,32.97,31.63
309.65,35.61,32.97,31.63
309.80,35.71,32.97,31.73
309.95,35.61,32.97,31.63
310.10,35.61,32.97,31.63
310.25,35.71,32.97,31.73
310.40,35.71,33.06,31.73
310.55,35.61,32.97,31.63
310.70,35.71,32.97,31.73
310.85,35.61,32.97,31.73
311.00,35.71,32.97,31.63
311.15,35.71,32.97,31.73
311.30,35.71,32.97,31.73
311.45,35.61,32.97,31.73
311.60,35.61,32.97,31.73
311.75,35.71,32.97,31.82
311.90,35.71,32.97,31.73
312.05,35.61,32.97,31.73
312.20,35.61,32.97,31.73
312.35,35.71,32.97,31.73
312.50,35.71,32.97,31.73
312.65,35.61,32.97,31.73
312.80,35.61,32.97,31.73
312.95,35.71,32.97,31.73
313.10,35.61,32.97,31.73
313.25,35.61,32.97,31.73
313.40,35.61,32.97,31.73
313.55,35.61,32.97,31.82
313.70,35.71,32.97,31.82
313.85,35.61,32.97,31.82
314.00,35.61,32.97,31.82
314.15,35.61,32.97,31.82
314.30,35.61,32.97,31.82
314.45,35.61,32.97,31.82
314.60,35.61,32.97,31.82
314.75,35.61,32.97,31.82
314.90,35.61,32.97,31.82
315.05,35.61,32.97,31.73
315.20,35.61,32.97,31.82
315.35,35.61,32.97,31.82
315.50,35.61,32.97,31.82
315.65,35.71,32.97,31.82
315.80,35.61,32.97,31.82
315.95,35.61,33.06,31.82
316.10,35.61,32.97,31.82
316.25,35.61,32.97,31.73
316.40,35.61,33.06,31.82
316.55,35.61,32.97,31.82
316.70,35.61,32.97,31.82
316.85,35.61,33.06,31.82
317.00,35.61,32.97,31.73
317.15,35.61,32.97,31.82
317.30,35.61,32.97,31.82
317.45,35.61,33.06,31.82
317.60,35.61,33.06,31.82
317.75,35.61,33.06,31.92
317.90,35.71,32.97,31.82
318.05,35.61,33.06,31.73
318.20,35.61,33.06,31.82
318.35,35.71,33.06,31.82
318.50,35.71,33.06,31.82
318.65,35.71,32.97,31.82
318.80,35.61,33.06,31.82
318.95,35.71,33.06,31.82
319.10,35.71,33.06,31.82
319.25,35.71,33.06,31.82
319.40,35.71,33.06,31.82
319.55,35.71,33.06,31.82
319.70,35.71,33.06,31.82
319.85,35.71,33.06,31.92
320.00,35.71,33.06,31.82
320.15,35.71,33.06,31.92
320.30,35.71,33.06,31.82
320.45,35.71,33.06,31.82
320.60,35.71,33.06,31.82
320.75,35.71,33.06,31.82
320.90,35.71,33.06,31.82
321.05,35.71,33.06,31.82
321.20,35.71,33.06,31.82
321.35,35.71,33.06,31.82
321.50,35.71,33.06,31.92
321.65,35.81,33.06,31.92
321.80,35.71,33.06,31.92
321.95,35.71,33.06,31.92
322.10,35.71,33.06,31.82
322.25,35.71,33.06,31.82
322.40,35.71,33.06,31.82
322.55,35.71,33.06,31.82
322.70,35.71,33.06,31.82
322.85,35.71,33.06,31.82
323.00,35.71,33.06,31.92
323.15,35.71,33.06,31.82
323.30,35.71,33.06,31.82
323.45,35.71,33.06,31.82
323.60,35.71,33.06,31.82
323.75,35.71,33.06,31.82
323.90,35.71,33.06,31.92
324.05,35.71,33.06,31.82
324.20,35.71,33.06,31.82
324.35,35.71,33.06,31.92
324.50,35.71,33.06,31.92
324.65,35.61,33.06,31.92
324.80,35.71,33.06,31.82
324.95,35.71,33.06,31.82
325.10,35.71,33.06,31.92
325.25,35.71,33.06,31.92
325.40,35.71,33.06,31.92
325.55,35.71,33.06,31.82
325.70,35.71,33.06,31.82
325.85,35.71,33.06,31.92
326.00,35.71,33.06,31.92
326.15,35.71,33.06,31.92
326.30,35.71,33.06,31.92
326.45,35.71,33.06,31.92
326.60,35.71,33.06,31.82
326.75,35.71,33.06,31.92
326.89,35.71,33.06,31.92
327.05,35.71,33.06,31.92
327.20,35.71,33.06,31.92
327.35,35.71,33.06,31.92
327.50,35.71,33.06,31.82
327.64,35.71,33.06,31.82
327.80,35.71,33.06,31.82
327.95,35.71,33.06,31.82
328.10,35.71,33.06,31.82
328.25,35.71,33.06,31.82
328.39,35.71,33.06,31.82
328.55,35.71,33.06,31.82
328.69,35.71,33.06,31.82
328.85,35.71,33.06,31.82
328.99,35.71,33.06,31.82
329.14,35.81,33.06,31.82
329.29,35.71,33.06,31.82
329.45,35.71,33.06,31.82
329.59,35.71,33.06,31.82
329.74,35.71,33.06,31.82
329.89,35.71,33.06,31.92
330.04,35.71,33.06,31.92
330.19,35.71,33.06,31.92
330.34,35.71,33.06,31.92
330.49,35.71,33.06,31.92
330.64,35.71,33.16,31.92
330.79,35.71,33.06,31.92
330.94,35.71,33.16,31.92
331.09,35.71,33.06,31.92
331.24,35.71,33.16,31.82
331.39,35.71,33.16,31.82
331.54,35.71,33.06,31.82
331.69,35.71,33.16,31.92
331.84,35.71,33.16,31.82
331.99,35.61,33.06,31.92
332.14,35.71,33.06,31.82
332.29,35.71,33.06,31.92
332.44,35.71,33.06,31.92
332.59,35.71,33.16,31.92
332.74,35.61,33.06,31.92
332.89,35.71,33.16,31.92
333.04,35.71,33.16,31.92
333.19,35.71,33.16,31.92
333.34,35.61,33.16,31.82
333.49,35.71,33.16,31.92
333.64,35.71,33.16,31.92
333.79,35.71,33.06,31.92
333.94,35.71,33.16,31.92
334.09,35.71,33.16,31.92
334.24,35.71,33.16,31.92
334.39,35.71,33.06,31.92
334.54,35.71,33.16,31.92
334.69,35.71,33.16,32.01
334.84,35.71,33.16,31.92
334.99,35.71,33.16,31.92
335.14,35.71,33.16,31.92
335.29,35.71,33.16,31.92
335.44,35.71,33.16,31.92
335.59,35.71,33.16,31.92
335.74,35.71,33.16,32.01
335.89,35.71,33.16,32.01
336.04,35.71,33.16,31.92
336.19,35.71,33.16,32.01
336.34,35.71,33.16,32.01
336.49,35.71,33.16,32.01
336.64,35.71,33.16,31.92
336.79,35.71,33.16,31.92
336.94,35.81,33.16,31.92
337.09,35.71,33.16,31.92
337.24,35.71,33.16,31.92
337.39,35.71,33.16,32.01
337.54,35.81,33.16,31.92
337.69,35.71,33.16,31.92
337.84,35.81,33.16,32.01
337.99,35.71,33.16,32.01
338.14,35.81,33.16,32.01
338.29,35.71,33.16,31.92
338.44,35.81,33.16,32.01
338.59,35.81,33.26,31.92
338.74,35.81,33.26,31.92
338.89,35.81,33.16,31.92
339.04,35.71,33.16,31.92
339.19,35.81,33.26,32.01
339.34,35.81,33.26,32.01
339.49,35.81,33.26,32.01
339.64,35.81,33.26,32.01
339.79,35.81,33.16,31.92
339.94,35.81,33.26,31.92
340.09,35.81,33.26,32.01
340.24,35.81,33.26,32.01
340.39,35.81,33.26,32.01
340.54,35.81,33.26,31.92
340.69,35.81,33.26,32.01
340.84,35.81,33.26,31.92
340.99,35.81,33.16,32.01
341.14,35.81,33.26,32.01
341.29,35.81,33.26,32.01
341.44,35.81,33.26,31.92
341.59,35.81,33.16,32.01
341.74,35.81,33.26,32.01
341.89,35.81,33.26,32.01
342.04,35.81,33.26,32.01
342.19,35.81,33.26,32.01
342.34,35.81,33.26,32.01
342.49,35.81,33.26,32.01
342.64,35.81,33.16,32.01
342.79,35.81,33.16,32.01
342.94,35.81,33.26,32.01
343.09,35.81,33.26,32.01
343.24,35.81,33.26,32.01
343.39,35.81,33.26,32.01
343.54,35.81,33.26,32.01
343.69,35.81,33.16,32.01
343.84,35.81,33.26,32.01
343.99,35.81,33.26,32.01
344.14,35.81,33.26,32.01
344.29,35.81,33.26,32.01
344.44,35.81,33.26,32.01
344.59,35.81,33.26,32.01
344.74,35.81,33.26,32.01
344.89,35.81,33.26,32.11
345.04,35.81,33.26,32.01
345.19,35.81,33.26,32.01
345.34,35.81,33.26,32.01
345.49,35.91,33.26,32.01
345.64,35.91,33.26,32.11
345.79,35.91,33.35,32.01
345.94,35.81,33.26,32.01
346.09,35.91,33.26,32.01
346.24,35.91,33.26,32.01
346.39,35.91,33.26,32.01
346.54,35.81,33.26,32.01
346.69,35.91,33.35,32.01
346.84,35.91,33.26,32.11
346.99,35.91,33.26,32.11
347.14,35.91,33.26,32.01
347.29,35.91,33.26,32.01
347.44,35.91,33.26,32.01
347.59,35.91,33.26,32.11
347.74,35.91,33.26,32.01
347.89,35.91,33.26,32.11
348.04,35.91,33.35,32.01
348.19,36.01,33.26,32.01
348.34,35.91,33.26,32.01
348.49,35.91,33.35,32.01
348.64,35.91,33.35,32.01
348.79,35.91,33.35,32.01
348.94,35.91,33.26,32.01
349.09,35.91,33.26,32.01
349.24,35.91,33.35,32.01
349.39,36.01,33.35,32.11
349.54,35.91,33.35,32.01
349.69,35.91,33.35,32.01
349.84,35.91,33.35,32.01
349.99,35.91,33.26,32.01
350.14,36.01,33.35,32.11
350.29,36.01,33.35,32.01
350.44,35.91,33.26,32.11
350.59,36.01,33.35,32.11
350.74,36.01,33.35,32.11
350.89,35.91,33.26,32.01
351.04,36.01,33.35,32.11
351.19,35.91,33.35,32.01
351.34,35.91,33.26,32.01
351.49,35.91,33.35,32.11
351.64,35.91,33.26,32.01
351.79,35.91,33.35,32.11
351.94,36.01,33.26,32.01
352.09,35.91,33.26,32.11
352.24,35.91,33.35,32.11
352.39,35.91,33.26,32.01
352.54,35.91,33.26,32.01
352.69,35.91,33.26,32.01
352.84,35.91,33.26,32.11
352.99,35.91,33.35,32.01
353.14,35.81,33.26,32.11
353.29,35.91,33.35,32.11
353.44,35.91,33.26,32.11
353.59,35.91,33.26,32.11
353.74,35.91,33.26,32.01
353.89,35.91,33.26,32.01
354.04,35.91,33.26,32.11
354.19,35.91,33.26,32.11
354.34,35.91,33.26,32.11
354.49,35.81,33.26,32.01
354.64,35.91,33.26,32.01
354.79,35.91,33.26,32.01
354.94,35.91,33.26,32.11
355.09,35.81,33.26,32.11
355.24,35.91,33.26,32.01
355.39,35.91,33.26,32.11
355.54,35.81,33.26,32.01
355.69,35.81,33.26,32.11
355.84,35.91,33.26,32.01
355.99,35.91,33.26,32.01
356.14,35.91,33.26,32.11
356.29,35.91,33.26,32.11
356.44,35.91,33.26,32.01
356.59,35.91,33.26,32.11
356.74,35.81,33.26,32.11
356.89,35.91,33.26,32.11
357.04,35.81,33.26,32.11
357.19,35.91,33.26,32.11
357.34,35.91,33.26,32.01
357.48,35.91,33.26,32.11
357.64,35.91,33.26,32.11
357.79,35.81,33.26,32.11
357.94,35.81,33.26,32.11
358.08,35.81,33.26,32.11
358.24,35.81,33.35,32.11
358.39,35.81,33.26,32.11
358.54,35.81,33.26,32.01
358.69,35.81,33.26,32.11
358.83,35.91,33.26,32.11
358.98,35.81,33.26,32.11
359.14,35.81,33.26,32.11
359.29,35.91,33.26,32.11
359.44,35.81,33.26,32.11
359.58,35.81,33.26,32.11
359.73,35.81,33.26,32.20
359.88,35.81,33.35,32.11
360.04,35.81,33.26,32.11
360.18,35.81,33.35,32.11
360.33,35.81,33.26,32.11
360.48,35.81,33.26,32.11
360.64,35.91,33.26,32.11
360.78,35.81,33.26,32.11
360.93,35.81,33.35,32.20
361.08,35.81,33.35,32.11
361.23,35.81,33.26,32.11
361.38,35.81,33.26,32.11
361.53,35.81,33.35,32.20
361.68,35.81,33.35,32.11
361.83,35.91,33.35,32.11
361.98,35.91,33.35,32.11
362.13,35.81,33.26,32.11
362.28,35.81,33.35,32.20
362.43,35.91,33.35,32.11
362.58,35.91,33.35,32.11
362.73,35.91,33.35,32.11
362.88,35.91,33.35,32.11
363.03,35.91,33.35,32.11
363.18,35.91,33.35,32.20
363.33,35.91,33.26,32.20
363.48,35.91,33.35,32.11
363.63,35.81,33.35,32.20
363.78,35.91,33.35,32.11
363.93,35.91,33.35,32.11
364.08,35.81,33.35,32.11
364.23,35.81,33.35,32.20
364.38,35.91,33.35,32.20
364.53,35.91,33.35,32.20
364.68,35.91,33.26,32.20
364.83,35.81,33.35,32.20
364.98,35.81,33.35,32.20
365.13,35.91,33.35,32.20
365.28,35.91,33.35,32.20
365.43,35.81,33.35,32.20
365.58,35.91,33.35,32.20
365.73,35.81,33.35,32.11
365.88,35.91,33.35,32.20
366.03,35.91,33.35,32.20
366.18,35.91,33.35,32.20
366.33,35.91,33.35,32.20
366.48,35.91,33.35,32.20
366.63,35.81,33.35,32.20
366.78,35.91,33.35,32.20
366.93,35.91,33.35,32.20
367.08,35.91,33.35,32.20
367.23,35.91,33.35,32.30
367.38,35.91,33.35,32.20
367.53,35.91,33.35,32.20
367.68,35.91,33.35,32.20
367.83,35.91,33.35,32.20
367.98,35.91,33.35,32.20
368.13,35.91,33.35,32.20
368.28,35.91,33.35,32.20
368.43,35.91,33.35,32.20
368.58,35.91,33.35,32.20
368.73,35.91,33.35,32.20
368.88,35.91,33.35,32.20
369.03,35.91,33.35,32.20
369.18,35.91,33.35,32.30
369.33,35.91,33.35,32.30
369.48,35.91,33.35,32.20
369.63,35.91,33.35,32.20
369.78,35.91,33.35,32.20
369.93,35.91,33.35,32.30
370.08,35.91,33.45,32.20
370.23,35.91,33.45,32.20
370.38,35.91,33.35,32.20
370.53,35.91,33.35,32.20
370.68,35.91,33.35,32.20
370.83,36.01,33.35,32.30
370.98,35.91,33.35,32.20
371.13,36.01,33.35,32.20
371.28,36.01,33.35,32.30
371.43,36.01,33.45,32.20
371.58,35.91,33.35,32.20
371.73,36.01,33.45,32.20
371.88,36.01,33.35,32.30
372.03,36.01,33.45,32.20
372.18,35.91,33.35,32.20
372.33,36.01,33.35,32.20
372.48,36.01,33.45,32.30
372.63,36.01,33.45,32.30
372.78,36.01,33.45,32.20
372.93,36.01,33.35,32.20
373.08,36.01,33.45,32.30
373.23,36.01,33.35,32.30
373.38,36.01,33.45,32.30
373.53,36.01,33.35,32.30
373.68,36.01,33.45,32.20
373.83,36.01,33.45,32.20
373.98,36.01,33.45,32.20
374.13,36.01,33.45,32.20
374.28,36.01,33.45,32.20
374.43,36.01,33.35,32.20
374.58,36.01,33.35,32.20
374.73,36.01,33.45,32.30
374.88,36.01,33.45,32.30
375.03,36.01,33.45,32.20
375.18,36.01,33.45,32.30
375.33,36.01,33.45,32.30
375.48,36.01,33.45,32.20
375.63,36.01,33.45,32.20
375.78,36.01,33.35,32.30
375.93,36.01,33.45,32.30
376.08,36.01,33.45,32.20
376.23,36.01,33.35,32.20
376.38,36.01,33.45,32.20
376.53,36.01,33.45,32.30
376.68,36.01,33.45,32.30
376.83,36.01,33.45,32.30
376.98,36.01,33.45,32.20
377.13,36.01,33.45,32.30
377.28,36.01,33.45,32.20
377.43,36.01,33.45,32.20
377.58,36.01,33.45,32.20
377.73,36.01,33.45,32.20
377.88,36.01,33.45,32.20
378.03,36.01,33.45,32.30
378.18,36.11,33.55,32.20
378.33,36.11,33.45,32.20
378.48,36.01,33.45,32.20
378.63,36.01,33.45,32.30
378.78,36.11,33.45,32.30
378.93,36.11,33.45,32.20
379.08,36.11,33.45,32.30
379.23,36.01,33.45,32.30
379.38,36.11,33.45,32.30
379.53,36.01,33.45,32.20
379.68,36.11,33.45,32.30
379.83,36.11,33.45,32.30
379.98,36.11,33.45,32.30
380.13,36.01,33.45,32.30
380.28,36.11,33.45,32.30
380.43,36.11,33.45,32.30
380.58,36.11,33.45,32.30
380.73,36.01,33.45,32.30
380.88,36.11,33.45,32.30
381.03,36.11,33.45,32.30
381.18,36.11,33.45,32.39
381.33,36.01,33.45,32.30
381.48,36.11,33.55,32.30
381.63,36.11,33.45,32.30
381.78,36.01,33.45,32.30
381.93,36.11,33.45,32.30
382.08,36.11,33.55,32.30
382.23,36.11,33.55,32.30
382.38,36.11,33.45,32.30
382.53,36.01,33.45,32.30
382.68,36.11,33.55,32.30
382.83,36.11,33.45,32.30
382.98,36.11,33.55,32.39
383.13,36.11,33.45,32.30
383.28,36.11,33.45,32.30
383.43,36.11,33.45,32.39
383.58,36.11,33.55,32.30
383.73,36.11,33.45,32.30
383.88,36.11,33.55,32.30
384.03,36.11,33.45,32.30
384.18,36.11,33.45,32.39
384.33,36.21,33.55,32.39
384.48,36.21,33.55,32.30
384.63,36.11,33.55,32.30
384.78,36.21,33.55,32.30
384.93,36.21,33.55,32.30
385.08,36.21,33.45,32.30
385.23,36.21,33.55,32.39
385.38,36.21,33.55,32.30
385.53,36.21,33.55,32.30
385.68,36.21,33.55,32.39
385.83,36.21,33.55,32.30
385.98,36.21,33.55,32.30
386.13,36.21,33.55,32.30
386.28,36.21,33.55,32.30
386.43,36.11,33.55,32.30
386.58,36.11,33.55,32.39
386.73,36.21,33.55,32.30
