temps,ACTU,MILIEU,LASER,LASER_ESTIME,TENSION_ACTU,TENSION_MILIEU,TENSION_LASER,DUTY CYCLE,STABILITE
580.0,25.021,29.191,29.653,29.37,2.499,2.274,2.249,290.0,0.0
582.0,24.572,28.905,29.564,29.251,2.523,2.289,2.254,290.0,0.0
584.0,24.1,28.571,29.546,29.116,2.549,2.307,2.255,290.0,0.0
586.0,23.826,28.443,29.321,28.983,2.565,2.314,2.267,290.0,0.0
588.0,23.398,28.11,29.258,28.834,2.588,2.331,2.27,290.0,0.0
590.0,23.08,27.779,28.989,28.672,2.606,2.349,2.284,290.0,0.0
592.0,22.783,27.608,28.857,28.511,2.622,2.358,2.291,290.0,0.0
594.0,22.508,27.368,28.589,28.346,2.637,2.371,2.306,290.0,0.0
596.0,22.233,27.129,28.413,28.176,2.653,2.384,2.315,290.0,0.0
598.0,21.98,26.8,28.329,27.995,2.667,2.402,2.32,290.0,0.0
600.0,21.638,26.696,28.154,27.823,2.686,2.408,2.329,290.0,0.0
602.0,21.494,26.368,28.023,27.639,2.694,2.425,2.336,290.0,0.0
604.0,21.262,26.242,27.87,27.463,2.707,2.432,2.344,290.0,0.0
606.0,20.964,25.958,27.673,27.28,2.723,2.448,2.355,290.0,0.0
608.0,20.841,25.833,27.499,27.104,2.73,2.454,2.364,290.0,0.0
610.0,20.651,25.639,27.325,26.928,2.741,2.465,2.374,290.0,0.0
612.0,20.441,25.425,27.194,26.752,2.752,2.477,2.381,290.0,0.0
614.0,20.164,25.232,26.999,26.576,2.768,2.487,2.391,290.0,0.0
616.0,20.062,25.039,26.804,26.401,2.774,2.498,2.402,290.0,0.0
618.0,19.852,24.825,26.631,26.225,2.785,2.51,2.411,290.0,0.0
620.0,19.662,24.633,26.436,26.05,2.796,2.52,2.422,290.0,0.0
622.0,19.406,24.373,26.285,25.869,2.81,2.534,2.43,299.0,0.0
624.0,19.368,24.291,26.023,25.7,2.812,2.539,2.444,301.0,0.0
626.0,19.091,24.032,25.919,25.524,2.828,2.553,2.45,350.0,0.0
628.0,18.94,23.837,25.654,25.35,2.836,2.564,2.464,382.0,0.0
630.0,18.919,23.731,25.568,25.183,2.837,2.57,2.469,391.0,0.0
632.0,18.789,23.561,25.417,25.018,2.844,2.579,2.477,418.0,0.0
634.0,18.768,23.366,25.11,24.853,2.846,2.59,2.494,451.0,0.0
636.0,18.768,23.193,25.003,24.688,2.846,2.6,2.5,479.0,0.0
638.0,18.702,22.999,24.918,24.524,2.849,2.61,2.505,513.0,0.0
640.0,18.744,22.914,24.722,24.368,2.847,2.615,2.515,518.0,0.0
642.0,18.677,22.808,24.594,24.219,2.851,2.621,2.522,530.0,0.0
644.0,18.719,22.681,24.465,24.073,2.848,2.628,2.529,548.0,0.0
646.0,18.674,22.508,24.338,23.926,2.851,2.637,2.536,578.0,0.0
648.0,18.716,22.445,24.142,23.789,2.849,2.641,2.547,580.0,0.0
650.0,18.737,22.272,23.926,23.65,2.847,2.651,2.559,611.0,0.0
652.0,18.712,22.12,23.862,23.512,2.849,2.659,2.563,637.0,0.0
654.0,18.796,22.057,23.756,23.382,2.844,2.662,2.568,640.0,0.0
656.0,18.751,21.973,23.54,23.258,2.847,2.667,2.58,649.0,0.0
658.0,18.856,21.976,23.433,23.145,2.841,2.667,2.586,636.0,0.0
660.0,18.877,21.871,23.285,23.035,2.84,2.673,2.594,653.0,0.0
662.0,18.919,21.74,23.288,22.925,2.837,2.68,2.594,675.0,0.0
664.0,18.895,21.698,23.094,22.821,2.839,2.682,2.605,675.0,0.0
666.0,19.024,21.635,22.988,22.723,2.831,2.686,2.611,682.0,0.0
668.0,19.066,21.484,22.924,22.621,2.829,2.694,2.614,711.0,0.0
670.0,19.15,21.484,22.794,22.529,2.824,2.694,2.622,701.0,0.0
672.0,19.235,21.508,22.688,22.448,2.82,2.693,2.627,685.0,0.0
674.0,19.189,21.445,22.67,22.37,2.822,2.697,2.628,693.0,0.0
676.0,19.231,21.403,22.586,22.295,2.82,2.699,2.633,696.0,0.0
678.0,19.252,21.361,22.501,22.225,2.819,2.701,2.638,699.0,0.0
680.0,19.252,21.34,22.438,22.159,2.819,2.702,2.641,697.0,0.0
682.0,19.273,21.21,22.286,22.089,2.818,2.71,2.65,724.0,0.0
684.0,19.294,21.21,22.286,22.025,2.816,2.71,2.65,717.0,0.0
686.0,19.252,21.167,22.201,21.964,2.819,2.712,2.654,721.0,0.0
688.0,19.252,21.234,22.159,21.915,2.819,2.708,2.657,697.0,0.0
690.0,19.319,21.15,22.142,21.864,2.815,2.713,2.658,713.0,0.0
692.0,19.231,21.041,22.099,21.808,2.82,2.719,2.66,735.0,0.0
694.0,19.186,21.041,22.011,21.757,2.822,2.719,2.665,729.0,0.0
696.0,19.252,21.02,21.927,21.71,2.819,2.72,2.67,729.0,0.0
698.0,19.294,20.89,21.885,21.656,2.816,2.727,2.672,758.0,0.0
700.0,19.249,20.911,21.797,21.61,2.819,2.726,2.677,747.0,0.0
702.0,19.291,20.957,21.864,21.571,2.817,2.724,2.673,730.0,0.0
704.0,19.378,20.894,21.779,21.532,2.812,2.727,2.678,741.0,0.0
706.0,19.399,20.872,21.67,21.494,2.81,2.728,2.684,742.0,0.0
708.0,19.312,20.851,21.737,21.458,2.815,2.73,2.68,743.0,0.0
710.0,19.291,20.764,21.695,21.418,2.817,2.734,2.683,762.0,0.0
712.0,19.312,20.785,21.586,21.384,2.815,2.733,2.689,752.0,0.0
714.0,19.333,20.764,21.631,21.351,2.814,2.734,2.686,753.0,0.0
716.0,19.462,20.722,21.501,21.318,2.807,2.737,2.693,760.0,0.0
718.0,19.483,20.809,21.501,21.296,2.806,2.732,2.693,733.0,0.0
720.0,19.441,20.725,21.505,21.268,2.808,2.737,2.693,752.0,0.0
722.0,19.354,20.746,21.526,21.245,2.813,2.735,2.692,743.0,0.0
724.0,19.399,20.725,21.463,21.223,2.81,2.737,2.696,745.0,0.0
726.0,19.291,20.616,21.42,21.193,2.817,2.743,2.698,770.0,0.0
728.0,19.312,20.637,21.396,21.168,2.815,2.741,2.699,761.0,0.0
730.0,19.312,20.616,21.354,21.144,2.815,2.743,2.702,763.0,0.0
732.0,19.333,20.595,21.312,21.121,2.814,2.744,2.704,765.0,0.0
734.0,19.333,20.574,21.312,21.097,2.814,2.745,2.704,768.0,0.0
736.0,19.354,20.553,21.269,21.075,2.813,2.746,2.706,770.0,0.0
738.0,19.417,20.553,21.248,21.054,2.81,2.746,2.707,767.0,0.0
740.0,19.438,20.553,21.227,21.036,2.808,2.746,2.709,764.0,0.0
742.0,19.396,20.532,21.185,21.017,2.811,2.747,2.711,767.0,0.0
744.0,19.287,20.532,21.252,21.001,2.817,2.747,2.707,764.0,0.0
746.0,19.462,20.532,21.164,20.986,2.807,2.747,2.712,762.0,0.0
748.0,19.354,20.511,21.164,20.97,2.813,2.749,2.712,765.0,0.0
750.0,19.42,20.511,21.185,20.956,2.809,2.749,2.711,763.0,0.0
752.0,19.312,20.578,21.164,20.95,2.815,2.745,2.712,743.0,0.0
754.0,19.291,20.557,21.21,20.942,2.817,2.746,2.71,746.0,0.0
756.0,19.249,20.536,21.189,20.933,2.819,2.747,2.711,750.0,0.0
758.0,19.228,20.469,21.101,20.919,2.82,2.751,2.716,765.0,0.0
760.0,19.228,20.469,21.122,20.906,2.82,2.751,2.714,763.0,0.0
762.0,19.207,20.448,21.101,20.893,2.821,2.752,2.716,766.0,0.0
764.0,19.294,20.448,21.122,20.882,2.816,2.752,2.714,764.0,0.0
766.0,19.228,20.536,21.122,20.878,2.82,2.747,2.714,739.0,0.0
